Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,"Qty Ordered Last Year","Qty Ordered This Year",Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock,Filter
,0,BACI12595334-CA,7047,Baci Box Assorted Sparkling - Gold -  20Pcs 10x250g,Baci_XMAS Chocolate,260,0,Label,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,2350,g,.0096348,0,Baci,Seasonal Christmas,12190,BACI Baci Perugina,Livorno,Baci GOLD Assorted Sparkling Box 10x250g,12439537,67.00,.0000217,.00002,.0000222,21.7,20,22.2,364,100,60,2,50,,Seasonal,Chocolate,10,Retail - XMAS Chocolate,8000300432961,Yes,Yes,No,0,,0,10,190,No Movement,0,Black
,155.00,BACI12363320-CA,6985,Perugina Bar Dark 51% 12x86g,Baci_Chocolate,0,0,Do not Order,18,19,24,77,34.50,1,,1,0,0,0,0,1,0.03,,,,1.00,0.03,,1.00,0.03,1200,g,.0020564,1,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Perugina Bar Dark 51% 12x86g,12363320,17.16,.0000097,.0000106,.00002,9.7,10.6,20,364,100,60,2,50,,Pantry,Chocolate,12,Retail  - Chocolate,839456004610,Yes,No,No,138,0,0,,490,34.50,156,Red
DEVIATION LABELING AND REPACKING,143.00,BACI12565331-CA,6974,Baci Box Heart Original Dark 20x100g,Baci_Valentine Chocolate,106,0,Label,0,92,35,0,31.75,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,2200,g,.04545808,0,Baci,Seasonal Valentines,12190,BACI Baci Perugina,Livorno,Baci Box Heart Original Dark 20x100g,12565331,100.20,.0000202,.0000388,.000058,20.2,38.8,58,364,100,20,2,50,,Seasonal,Chocolate,20,Retail - VALENTINE Chocolate,8000300418217,Yes,Yes,Yes,127,41,0,,130,31.75,143,Red
DEVIATION LABELING AND REPACKING,0.92,BACI12532557-CA,6969,Perugina Egg Easter Milk 12x245g,Baci_Easter Chocolate,15,20,Label,9.92,9,0,0,4.73,1.08,,1.08,0,0,0,0,1.08,0.23,20,20,3/23/2026,21.08,4.46,,21.08,4.46,3300,g,.12551328,1.08,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Perugina Egg Easter Milk 12x245g,12532557,73.20,.000054,.0000398,.0000584,54,39.8,58.4,364,100,8,2,50,,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8000300419443,Yes,Yes,No,18.92,,0,,30,4.73,22,Red
,4398.00,BACI12497895-CA,6994,Baci Box 28Pcs Original Dark 6x350g,Baci_Chocolate,14588,0,Label,0,1012,0,2897,977.25,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,3400,g,.022356,0,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Box 28Pcs Original Dark 6x350g,12439754,61.50,.000023,.000027,.000036,23,27,36,364,100,60,2,50,,Pantry,Chocolate,6,Retail  - Chocolate,8000300388763,Yes,Yes,No,3909,,0,,1630,977.25,4398,Red
,1.00,BACI104936519-CA,7023,Baci Perugina Displayer Buckets (part 2 of 2),Baci_Displayer,0,0,Active-Displayer,1,0,2,0,0.75,3,,3,0,0,0,0,3,4.00,,,,3.00,4.00,,3.00,4.00,1200,g,.0020564,3,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Baci Perugina Displayer Buckets (part 2 of 2),104936519,17.16,.0000097,.0000106,.00002,9.7,10.6,20,9999,100,60,2,50,,Pantry,Chocolate,1,Displayer,,Yes,Yes,No,3,0,0,,20,0.75,4,Red
DEVIATION LABELING AND REPACKING,143.00,BACI12531685-CA,6966,Baci Bag Easter Mini Eggs Original Dark 20x150g,Baci_Easter Chocolate,127,0,Label,15,113,0,0,32.00,1,,1,0,0,0,0,1,0.03,,,,1.00,0.03,,1.00,0.03,3300,g,.0219184,1,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Bag Easter Mini Eggs Original Dark 20x150g,12531685,47.00,.0000206,.0000266,.00004,20.6,26.6,40,364,100,45,2,50,,Seasonal,Chocolate,20,Retail - EASTER Chocolate,8000300298451,Yes,Yes,No,128,,0,,100,32.00,144,Red
,0,BACI104331486-CA,7014,Perugina Baci Quick Display 1x,Baci_Displayer,0,0,Active-Displayer,7,0,2,0,2.25,58,,58,0,0,0,0,58,25.78,,,,58.00,25.78,,58.00,25.78,1200,g,.0020564,58,Baci,Chocolate and Candy,12190,BACI Baci Perugina,Livorno,Perugina Baci Quick Displayer 1x,104331486,17.16,.0000097,.0000106,.00002,9.7,10.6,20,9999,100,60,2,50,,Pantry,Chocolate,1,Displayer,,Yes,Yes,No,9,0,0,,100,2.25,11,Black
DEVIATION LABELING AND REPACKING,238.00,BACI12533665-CA,6971,Baci Egg Easter Original Dark 12x265g,Baci_Easter Chocolate,212,0,Label,48,136,27,0,52.75,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,3300,g,.12551328,0,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Baci Egg Easter Original Dark 12x265g,12533665,86.52,.000054,.0000398,.0000584,54,39.8,58.4,364,100,8,2,50,,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8000300412260,Yes,Yes,Yes,211,22,0,,400,52.75,238,Red
DEVIATION LABELING AND REPACKING,9.92,BACI12532528-CA,6968,Perugina Egg Easter Dark 12x245g,Baci_Easter Chocolate,14,10,Label,8.92,8,0,0,4.23,0.08,,0.08,0,0,0,0,0.08,0.02,10,10,3/23/2026,10.08,2.38,,10.08,2.38,3300,g,.12551328,0.08,Baci,Seasonal Easter,12190,BACI Baci Perugina,Livorno,Perugina Egg Easter Dark 12x245g,12532528,73.20,.000054,.0000398,.0000584,54,39.8,58.4,364,100,8,2,50,,Seasonal,Chocolate,12,Retail - EASTER Chocolate,8000300419429,Yes,Yes,No,16.92,,0,,30,4.23,20,Red
,4.00,XMAS53A-CA,4073,Gioia Pandoro Lemon Cream Filled 8x750g,Balconi,600,0,Active-XMAS,0,0,0,3,0.75,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,6200,g,.085840111,0,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Lemon Cream Filled 8x750g,197992430241,31.20,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,,Seasonal,Cakes,8,Retail,20779921120206,Yes,Yes,Yes,3,638,0,22,620,0.75,4,Red
,0,BAKMA31A-CA,3478,Gioia Croissants Cream 8x270g,Balconi,4210,0,Active,348,248,280,246,280.50,33,70,103,0,0,0,0,103,0.37,789,789,3/15/2026,892.00,3.18,1100,1992.00,7.10,3080,g,.0304878,103,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Cream 8x270g,121407302599,9.84,.000034,.0000366,.0000245,34,36.6,24.5,243,96,,8,12,,Bakery,Packaged Sweets,8,Retail,10779921108207,Yes,Yes,Yes,1122,3646,70,,1100,280.50,1263,Black
,92.00,XMASAU02-CA,4072,Gioia Pandoro Classic 8x800g,Balconi,1607,0,Active-XMAS,0,0,0,81,20.25,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,7000,g,.085840111,0,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Classic 8x800g,194993510718,30.40,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,,Seasonal,Cakes,8,Retail,10779921120001,Yes,Yes,Yes,81,1960,0,21,1200,20.25,92,Red
,0,BAKMA29A-CA,3476,Gioia Croissants Chocolate 8x270g,Balconi,6847,0,Active,492,297,453,307,387.25,1404,,1405,0,0,0,0,1405,3.63,,,,1405.00,3.63,1100,2505.00,6.47,3010,g,.03248336,1405,Gioia,Sweets,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Croissants Chocolate 8x270g,121408302599,9.84,.0000322,.0000388,.000026,32.2,38.8,26,243,96,,8,12,,Bakery,Packaged Sweets,8,Retail,10779921108108,Yes,Yes,Yes,1549,7998,1,,1100,387.25,1743,Black
,3.00,XMAS52A-CA,4071,Gioia Pandoro Chocolate Cream Fill 8x750g,Balconi,600,0,Active-XMAS,0,0,0,2,0.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,6200,g,.085840111,0,Gioia,Seasonal Christmas,12367,BALCONI BALCONI S.p.A. INDUSTRIA DOLCIARIA,Livorno,Gioia Pandoro Chocolate Cream Fill 8x750g,192992530241,31.20,.0000259,.0000419,.0000791,25.9,41.9,79.1,243,21,,3,7,,Seasonal,Cakes,8,Retail,20779921120107,Yes,Yes,Yes,2,689,0,18,630,0.50,3,Red
Do Not Reorder - Sell through/Make Inactive,26.00,BAKMB17503-CA,3607,Mulino Bianco Pan Di Stelle Hazelnut Spread 10x380g (Special order),Mulino Bianco,60,0,Do not Order,0,0,9,17,6.50,4,,4,0,0,0,0,4,0.62,,,,4.00,0.62,,4.00,0.62,5920,g,.00626164,4,Mulino Bianco,Breakfast,547,BARILLA Barilla G. E. R. Fratelli Spa,Genova,Mulino Bianco Pan Di Stelle Hazelnut Spread 10x380g (Special order),1000020736,20.60,.0000107,.0000385,.0000152,10.7,38.5,15.2,365,160,,10,16,,Pantry,Jams and Spreads,10,Retail,10076808009252,Yes,No,No,26,48,0,,80,6.50,30,Red
Do Not Reorder - Sell through/Make Inactive,762.00,BAKMB182641-CA,3611,Mulino Bianco Pavesini Plain 12x200g,Mulino Bianco,4284,0,Do not Order,15,0,1,676,173.00,17,,17,0,0,0,0,17,0.10,,,,17.00,0.10,,17.00,0.10,3120,g,.025361875,17,Mulino Bianco,"Crackers, Cookies, Snacks",547,BARILLA Barilla G. E. R. Fratelli Spa,Genova,Mulino Bianco Pavesini Plain 12x200g,1000016713,16.11,.0000175,.0000341,.0000425,17.5,34.1,42.5,365,56,48,7,8,,Pantry,Cookies,12,Retail,08013355021011,Yes,No,Yes,692,4286,0,,380,173.00,779,Red
,0,BAUPOS90000506-OT,7245,Bauducco Displayer Train,Bauducco_Marketing,30,0,Active-Marketing,0,0,0,1,0.25,7,,7,0,0,0,0,7,28.00,,,,7.00,28.00,,7.00,28.00,,,,7,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Displayer Train,90000506,.01,,,,,,,9999,100,,2,50,,Seasonal,Displayer,1,Displayer,,Yes,Yes,No,1,,0,,1,0.25,2,Black
,0,BAUWAFCHO142-CA,6891,Bauducco Wafers Chocolate 18x142g,Bauducco_Wafers,11334,0,Active,581,612,992,586,692.75,2006,,2009,0,0,0,0,2009,2.90,,,,2009.00,2.90,2100,4109.00,5.93,3492,g,.010123344,2009,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Chocolate 18x142g,40003979,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,,Pantry,Cookies,18,Retail,10875754010080,Yes,Yes,Yes,2771,567,3,,1800,692.75,3118,Black
Do Not Reorder - Sell through/Make Inactive,0,BAUCOKCHO-CA,7176,Bauducco Cookies Fudge Layer - Chocolate 18x96g,Bauducco_Cookies,250,0,Do not Order,0,0,0,0,No Movement,0,,0,213,0,0,0,213,,,,,213.00,,,213.00,,2127,g,.007657475,213,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Cookies Fudge Layer - Chocolate 18x96g,40004711,10.80,.0000133,.0000245,.0000235,13.3,24.5,23.5,420,240,,12,20,,Pantry,Cookies,18,Retail,10875754001101,Yes,No,No,0,,0,,120,No Movement,0,Black
,0,BAUPOS20002780-OT,7258,Bauducco Inflatable Santa,Bauducco_Marketing,10,0,Active-Marketing,0,0,0,0,No Movement,7,,7,0,0,0,0,7,,,,,7.00,,,7.00,,,,,7,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Inflatable Santa,20002780,.01,,,,,,,9999,100,,2,50,,Seasonal,Marketing,1,Marketing,,Yes,Yes,No,0,,0,,1,No Movement,0,Black
,0,BAUPOS90000508-OT,7246,Bauducco Pallet Wrap Roll (Pack of 2),Bauducco_Marketing,10,0,Active-Marketing,0,0,0,1,0.25,3,,3,0,0,0,0,3,12.00,,,,3.00,12.00,,3.00,12.00,,,,3,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll (Pack of 2),90000508,.01,,,,,,,9999,100,,2,50,,Seasonal,Marketing,2,Marketing,,Yes,Yes,No,1,,0,,1,0.25,2,Black
,0,XMASBAU03AB-CA,7034,Bauducco Hazelnut Cream Panettone Box 12x454g,Bauducco_XMAS,2370,0,Active-XMAS,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,9850,g,.0906594,0,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Hazelnut Cream Panettone Box 12x454g,40004920,46.80,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,,Seasonal,Cakes,12,Retail - Seasonal,10875754000760,Yes,Yes,No,0,,0,30,1200,No Movement,0,Black
,0,SCOTTI2DISPLAY-FL,7318,Scotti Displayer 160x210g Mixed Risotto (Built),Bauducco_Marketing,0,0,Active,2,0,0,0,0.50,3,,3,0,0,0,0,3,6.00,,,,3.00,6.00,,3.00,6.00,,,,3,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Scotti Displayer 160x210g Mixed Risotto (Built),20006251,.01,,,,,,,9999,16,,,,,Seasonal,Displayer,1,Displayer,,Yes,No,No,2,,0,,1,0.50,3,Black
,0,BAUPOS90000361-OT,7247,Bauducco Pallet Cover,Bauducco_Marketing,30,0,Active-Marketing,0,0,0,1,0.25,22,,22,0,0,0,0,22,88.00,,,,22.00,88.00,,22.00,88.00,,,,22,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Cover,90000361,.01,,,,,,,9999,100,,2,50,,Seasonal,Marketing,1,Marketing,,Yes,Yes,No,1,,0,,1,0.25,2,Black
,93.00,XMASMAS01B-CA,6903,Massimo Panettone Traditional 12x750g (Cello),Bauducco_ XMAS Massimo,4994,0,Active-XMAS,0,0,0,82,20.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,9850,g,.0906594,0,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Panettone Traditional 12x750g (Cello),40004672,30.00,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,,Seasonal,Cakes,12,Retail - Seasonal,10779921110026,Yes,Yes,Yes,82,2153,0,28,1020,20.50,93,Red
Do Not Reorder - Sell through/Make Inactive,0,BAUWAFCHOSS-CA,7173,Bauducco Wafer Single Serve 10 Pack Chocolate 6x400g,Bauducco_Wafers,84,0,Do not Order,0,0,0,0,No Movement,0,,0,60,0,0,0,60,,,,,60.00,,,60.00,,3089,g,.0155904,60,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Single Serve 10 Pack Chocolate 6x400g,40004885,12.00,.000021,.0000256,.000029,21,25.6,29,420,84,,7,12,,Pantry,Cookies,6,Retail,20875754000668,Yes,No,No,0,0,0,,80,No Movement,0,Black
,709.00,XMASBAU01B-CA,6574,Bauducco Panettone Traditional 12x680g,Bauducco_XMAS,6010,0,Active-XMAS,0,0,0,652,163.00,0,,0,0,0,0,0,0,0.00,25,,,25.00,0.15,,25.00,0.15,9850,g,.0906594,0,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Panettone Traditional 12x680g,40004059,43.20,.000039,.0000394,.000059,39,39.4,59,365,25,,5,5,,Seasonal,Cakes,12,Retail - Seasonal,10875754010301,Yes,Yes,Yes,652,5280,0,85,710,163.00,734,Red
,0,BAUPOS90000499-OT,7248,Bauducco Tree Topper,Bauducco_Marketing,30,0,Active-Marketing,0,0,0,2,0.50,15,,15,0,0,0,0,15,30.00,,,,15.00,30.00,,15.00,30.00,,,,15,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Tree Topper,90000499,.01,,,,,,,9999,100,,2,50,,Seasonal,Marketing,1,Marketing,,Yes,Yes,No,2,,0,,1,0.50,3,Black
,0,BAUPOS90000355-OT,7252,Bauducco Displayer Mini Tower,Bauducco_Marketing,30,0,Active-Marketing,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,,,,0,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Displayer Mini Tower,90000355,.01,,,,,,,9999,100,,2,50,,Seasonal,Displayer,1,Displayer,,Yes,Yes,No,0,,0,1,1,No Movement,0,Black
,34.00,XMASBAU04B-CA,6577,Bauducco Mini Panettone 24x80g,Bauducco_XMAS,5691,0,Active-XMAS,0,0,0,30,7.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,2900,g,.02722482,0,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Panettone 24x80g,40003970,16.80,.0000217,.0000306,.000041,21.7,30.6,41,365,72,,9,8,,Seasonal,Cakes,24,Retail - Seasonal,10875754009995,Yes,Yes,Yes,30,5495,0,68,1280,7.50,34,Red
,0,BAUWAFVAN142-CA,6892,Bauducco Wafers Vanilla 18x142g,Bauducco_Wafers,7420,0,Active,335,388,714,457,473.50,1230,,1349,0,0,0,0,1349,2.85,,,,1349.00,2.85,1700,3049.00,6.44,3492,g,.010123344,1349,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Vanilla 18x142g,40003980,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,,Pantry,Cookies,18,Retail,10875754010097,Yes,Yes,Yes,1894,551,119,,1270,473.50,2131,Black
,907.00,XMASBAU02B-CA,6575,Bauducco Chocottone 12x680g,Bauducco_XMAS,6860,0,Active-XMAS,0,0,0,806,201.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,9850,g,.0906594,0,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Chocottone 12x680g,40004060,46.80,.000039,.0000394,.000059,39,39.4,59,365,25,,5,5,,Seasonal,Cakes,12,Retail - Seasonal,10875754010325,Yes,Yes,Yes,806,6428,0,66,700,201.50,907,Red
,0,BAUWAFSTR142-CA,6893,Bauducco Wafers Strawberry 18x142g,Bauducco_Wafers,5561,0,Active,242,374,580,175,342.75,1616,,1617,0,0,0,0,1617,4.72,,,,1617.00,4.72,600,2217.00,6.47,3492,g,.010123344,1617,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Strawberry 18x142g,40003981,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,,Pantry,Cookies,18,Retail,10875754010103,Yes,Yes,Yes,1371,448,1,,1490,342.75,1543,Black
,0,XMASMTV01-CA,7033,Monteverde Panettone CELLO 12x750g,Bauducco_XMAS,8716,0,Active-XMAS,0,0,0,0,No Movement,0,,0,0,0,0,0,0,,,,,0.00,,,0.00,,9850,g,.0906594,0,Monteverde,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Monteverde Panettone CELLO 12x750g,40004941,28.20,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,,Seasonal,Cakes,12,Retail - Seasonal,10779921110033,Yes,Yes,No,0,,0,,2900,No Movement,0,Black
Do Not Reorder - Sell through/Make Inactive,0,BAUWAFROLCH-CA,7122,Bauducco Wafer Rolls Chocolate Hazelnut TIN 12x400g,Bauducco_Wafers,308,0,Do not Order,5,3,2,51,15.25,200,,200,0,0,0,0,200,13.11,,,,200.00,13.11,,200.00,13.11,6518.122,g,.020112,200,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Chocolate Hazelnut 12x400g,40004518,33.00,.000015,.0000419,.000032,15,41.9,32,420,88,,11,8,,Pantry,Cookies,12,Retail,10875754000715,Yes,Yes,No,61,0,0,,40,15.25,69,Black
,692.00,XMASMAS01-CA,6904,Massimo Pandoro Classic 12x500g (Box),Bauducco_ XMAS Massimo,2560,0,Active-XMAS,0,0,0,615,153.75,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,9850,g,.0906594,0,Massimo,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Massimo Pandoro Classic 12x500g (Box),40004532,36.00,.000039,.0000394,.000059,39,39.4,59,243,25,,5,5,,Seasonal,Cakes,12,Retail - Seasonal,10779921120018,Yes,Yes,Yes,615,1720,0,18,610,153.75,692,Red
Do Not Reorder - Sell through/Make Inactive,13.00,BAUWAFVANSS-CA,7172,Bauducco Wafer Single Serve 10 Pack Vanilla 6x400g,Bauducco_Wafers,84,0,Do not Order,0,0,62,4,16.50,62,,62,0,0,0,0,62,3.76,,,,62.00,3.76,,62.00,3.76,3089,g,.0155904,62,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Single Serve 10 Pack Vanilla 6x400g,40004884,12.00,.000021,.0000256,.000029,21,25.6,29,420,84,,7,12,,Pantry,Cookies,6,Retail,20875754000651,Yes,Yes,No,66,0,0,,80,16.50,75,Red
,72.00,XMASBAU09B-CA,6578,Bauducco Mini Chocottone 24x80g,Bauducco_XMAS,5368,0,Active-XMAS,0,0,0,64,16.00,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,2900,g,.02722482,0,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Mini Chocottone 24x80g,40003971,16.80,.0000217,.0000306,.000041,21.7,30.6,41,365,72,,9,8,,Seasonal,Cakes,24,Retail - Seasonal,875754010007,Yes,Yes,Yes,64,5088,0,60,1060,16.00,72,Red
,0,BAUPOS90000508-EA,7251,Bauducco Pallet Wrap Roll,Bauducco_Marketing,10,0,Active-Marketing,0,0,0,1,0.25,8,,8,0,0,0,0,8,32.00,,,,8.00,32.00,,8.00,32.00,,,,8,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Pallet Wrap Roll,90000508,.01,,,,,,,9999,100,,2,50,,Seasonal,Marketing,1,Marketing,,Yes,Yes,No,1,,0,,1,0.25,2,Black
,0,BAUPOS90000500-OT,7250,Bauducco Oversized Santa,Bauducco_Marketing,20,0,Active-Marketing,0,0,0,1,0.25,7,,7,0,0,0,0,7,28.00,,,,7.00,28.00,,7.00,28.00,,,,7,Bauducco,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Oversized Santa,90000500,.01,,,,,,,9999,100,,2,50,,Seasonal,Marketing,1,Marketing,,Yes,Yes,No,1,,0,,1,0.25,2,Black
Do Not Reorder - Sell through/Make Inactive,0,BAUWAFHAZSS-CA,7175,Bauducco Wafer Single Serve 10 Pack Hazelnut 6x400g,Bauducco_Wafers,168,0,Do not Order,0,0,0,60,15.00,83,,83,0,0,0,0,83,5.53,,,,83.00,5.53,,83.00,5.53,3089,g,.0155904,83,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Single Serve 10 Pack Hazelnut 6x400g,40004887,12.00,.000021,.0000256,.000029,21,25.6,29,420,84,,7,12,,Pantry,Cookies,6,Retail,20875754003454,Yes,Yes,No,60,0,0,,80,15.00,68,Black
Do Not Reorder - Sell through/Make Inactive,0,BAUBISCH80-CA,7255,Bauducco Cookies Choco Biscuit Tray 18x80g,Bauducco_Cookies,150,0,Do not Order,0,0,0,0,No Movement,0,,0,135,0,0,0,135,,,,,135.00,,,135.00,,1791,g,.00918372,135,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Choco Biscuit Tray 18x80g,40002957,.962,.0000195,.0000203,.0000232,19.5,20.3,23.2,420,160,,8,20,,Pantry,Cookies,18,Retail,10875754007110,Yes,No,No,0,0,0,,1,No Movement,0,Black
Do Not Reorder - Sell through/Make Inactive,0,BAUWAFROLVA-CA,7123,Bauducco Wafer Rolls Vanilla TIN 12x400g,Bauducco_Wafers,308,0,Do not Order,3,3,1,47,13.50,216,,216,0,0,0,0,216,16.00,,,,216.00,16.00,,216.00,16.00,6518.122,g,.020112,216,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafer Rolls Vanilla 12x400g,40004780,33.00,.000015,.0000419,.000032,15,41.9,32,420,88,,11,8,,Pantry,Cookies,12,Retail,10875754001705,Yes,Yes,No,54,0,0,,40,13.50,61,Black
,1024.00,XMASAU01B-CA,6573,Gioia Panettone Traditional 12x750g,Bauducco_XMAS,4961,0,Active-XMAS,0,22,37,851,227.50,0,,0,0,0,0,0,0,0.00,,,,0.00,0.00,,0.00,0.00,10200,g,.1056,0,Gioia,Seasonal Christmas,1641,BAUDUCCO Bauducco Foods Inc,Brazil,Gioia Panettone Traditional 12x750g,40004099,43.20,.00006,.000022,.00008,60,22,80,243,25,,5,5,,Seasonal,Cakes,12,Retail,10779921110019,Yes,Yes,Yes,910,3708,0,35,1980,227.50,1024,Red
,0,BAUWAFHAZ142-CA,6895,Bauducco Wafers Hazelnut 18x142g,Bauducco_Wafers,10159,0,Active,758,615,1038,586,749.25,1533,,1542,0,0,0,0,1542,2.06,,,,1542.00,2.06,2100,3642.00,4.86,3492,g,.010123344,1542,Bauducco,"Crackers, Cookies, Snacks",1641,BAUDUCCO Bauducco Foods Inc,Brazil,Bauducco Wafers Hazelnut 18x142g,40003982,8.28,.0000176,.0000231,.0000249,17.6,23.1,24.9,425,160,,8,20,,Pantry,Cookies,18,Retail,10875754010110,Yes,Yes,Yes,2997,538,9,,1690,749.25,3372,Black
