Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,"Qty Ordered Last Year","Qty Ordered This Year",Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock,Filter
Label Current stock/Sell/Make Inactive,0,PAT020-ORG-CA,4027,La Molisana Organic Penne #20 10x500g,L.M._Pasta Organic,440,0,Active,17,17,35,17,21.50,0,49,49,0,0,0,0,49,2.28,,,,49.00,2.28,100,149.00,6.93,5470,g,.01711851,49,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Organic Penne #20 10x500g,13041409020,7.75,.0000186,.0000233,.0000395,18.6,23.3,39.5,1095,60,,6,10,,Pantry,Short Cuts,10,Retail,28004690420205,Yes,Yes,Yes,86,280,49,,1000,21.50,97,Black
,0,PAT032-DR-CA,3980,La Molisana Mezzi Rigatoni #32 12x450g,L.M._Pasta Traditional,7637,3636,Active,922,1008,659,1228,954.25,2994,,2998,0,0,0,0,2998,3.14,,,,2998.00,3.14,1300,4298.00,4.50,6050,g,.02542176,2998,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Mezzi Rigatoni #32 12x450g,17010184032,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,64,,8,8,,Pantry,Short Cuts,12,Retail,20779921000324,Yes,Yes,Yes,3817,6069,4,,1000,954.25,4295,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,76.00,PAT015-GLUTEN-CA,4040,La Molisana Gluten Free Spaghetti #15 12x400g,L.M._Pasta Gluten free,1934,168,Label,183,163,111,142,149.75,348,,348,0,0,0,0,348,2.32,,,,348.00,2.32,250,598.00,3.99,5250,g,.0089958,348,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Gluten Free Spaghetti #15 12x400g,13090878015,14.88,.000029,.000022,.0000141,29,22,14.1,1095,205,,5,41,,Pantry,Long Cuts,12,Retail,18004690470029,Yes,Yes,Yes,599,1918,0,,1000,149.75,674,Red
,0,PAT001-DR18-CA,3994,La Molisana Spaghetto Quadrato #1 18x450g,L.M._Pasta Traditional,5750,1157,Active,680,362,233,476,437.75,923,,925,0,0,0,0,925,2.11,1157,51,3/22/2026,2082.00,4.76,173,2255.00,5.15,8650,g,.01163264,925,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Spaghetto Quadrato #1 18x450g,17010183001,10.125,.000016,.0000284,.0000256,16,28.4,25.6,1095,112,,4,28,,Pantry,Long Cuts,18,Retail,20779921001116,Yes,Yes,Yes,1751,4399,2,,1000,437.75,1970,Black
,0,PAT016-DR18-CA,3993,La Molisana Spaghettini #16 18x450g,L.M._Pasta Traditional,12039,1568,Active,1268,951,441,1121,945.25,3910,,3916,0,0,0,0,3916,4.14,,,,3916.00,4.14,1000,4916.00,5.20,8650,g,.01175805,3916,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Spaghettini #16 18x450g,17010183016,10.125,.0000159,.000029,.0000255,15.9,29,25.5,1095,112,,4,28,,Pantry,Long Cuts,18,Retail,50779921000165,Yes,Yes,Yes,3781,9882,6,,1000,945.25,4254,Black
ORDER IN 500GR - DEVIATE LABEL/REPACK,306.00,PAR60A-DR-CA,4004,La Molisana Anelli Siciliani #60A 12x450g,L.M._Pasta Speciali,1588,0,Label,138,176,159,89,140.50,222,,222,105,0,0,0,327,2.33,,,,327.00,2.33,,327.00,2.33,5850,g,.0135072,327,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Anelli Siciliani #60A 12x450g,17010124660,7.29,.000016,.000021,.0000402,16,21,40.2,1095,98,,7,14,,Pantry,Premium Short Cuts,12,Retail,20779921001604,Yes,Yes,Yes,562,1095,0,,1000,140.50,633,Red
Label Current stock/Sell/Make Inactive,38.00,PAT028-ORG-CA,4025,La Molisana Organic Fusilli #28 10x500g,L.M._Pasta Organic,409,0,Active,24,26,32,40,30.50,0,61,61,0,0,0,0,61,2.00,,,,61.00,2.00,100,161.00,5.28,5440,g,.01711851,61,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Organic Fusilli #28 10x500g,13041409028,7.75,.0000186,.0000233,.0000395,18.6,23.3,39.5,1095,60,,6,10,,Pantry,Short Cuts,10,Retail,28004690420281,Yes,Yes,Yes,122,453,61,,1000,30.50,138,Black
,0,PAT070-DR-CA,3974,La Molisana Elbows #70 12x450g,L.M._Pasta Traditional,16412,3430,Active,1612,1706,508,1809,1408.75,1421.98,,1425.98,0,0,0,0,1425.98,1.01,4410,950,4/12/2026,5835.98,4.14,2074,7909.98,5.61,5870,g,.013910808,1425.98,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Elbows #70 12x450g,17010184070,6.75,.0000164,.0000211,.0000402,16.4,21.1,40.2,1095,98,,7,14,,Pantry,Short Cuts,12,Retail,40779921000700,Yes,Yes,Yes,5635,13081,4,882,1000,1408.75,6340,Black
,0,PAT017-DR18-CA,3970,La Molisana Capellini #17 18x450g,L.M._Pasta Traditional,4241,1436,Active,484,287,306,369,361.50,1649,,1654,0,0,0,0,1654,4.58,2,885,3/9/2026,1656.00,4.58,,1656.00,4.58,8440,g,.0115275,1654,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Capellini #17 18x450g,17010183017,10.125,.0000159,.000029,.000025,15.9,29,25,1095,112,,4,28,,Pantry,Long Cuts,18,Retail,50779921000172,Yes,Yes,Yes,1446,3584,5,,1000,361.50,1627,Black
,0,PAT066-DR-CA,3976,La Molisana Farfalle 'Bow Ties' #66 12x450g,L.M._Pasta Traditional,38595,6163,Active,3613,2400,1786,4068,2966.75,11382.32,,11385.32,0,0,0,0,11385.32,3.84,,,,11385.32,3.84,5000,16385.32,5.52,5980,g,.02141073,11385.32,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Farfalle 'Bow Ties' #66 12x450g,17010184066,7.02,.0000165,.0000267,.0000486,16.5,26.7,48.6,1095,72,,9,8,,Pantry,Short Cuts,12,Retail,20779921000669,Yes,Yes,Yes,11867,31249,3,288,1000,2966.75,13351,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,0,PALAT077-CA,4011,La Molisana Mafalda Corta #77 24x500g,L.M._Pasta Speciali,398,450,Label,0,0,57,166,55.75,0,,0,0,0,0,0,0,0.00,450,300,3/22/2026,450.00,8.07,,450.00,8.07,13050,g,.052038,0,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Mafalda Corta #77 24x500g,15010131077,15.00,.0000315,.000059,.000028,31.5,59,28,1095,32,,4,8,,Pantry,Premium Short Cuts,24,Retail,18004690057701,Yes,Yes,No,223,1371,0,,1000,55.75,251,Black
ORDER IN 500GR - DEVIATE LABEL/REPACK,0,PAR100-12-CA,4000,La Molisana Nidi '0' Capelli Angelo #100 12x450g,L.M._Pasta Speciali,740,427,Label,29,131,58,33,62.75,0,33,33,0,0,0,0,33,0.53,427,331,4/1/2026,460.00,7.33,573,1033.00,16.46,6380,g,.045999828,33,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Nidi '0' Capelli Angelo #100 12x450g,17020121100,9.342,.0000293,.0000588,.0000267,29.3,58.8,26.7,1095,40,,5,8,,Pantry,Premium Nests,12,Retail,20779921001000,Yes,Yes,Yes,251,1492,33,,1000,62.75,283,Black
,0,PAT006-DR18-CA,3978,La Molisana Linguine #6 18x450g,L.M._Pasta Traditional,14789,43,Active,1357,991,576,1736,1165.00,2733,,2739,0,0,0,0,2739,2.35,1611,43,3/22/2026,4350.00,3.73,1889,6239.00,5.36,8830,g,.011671554,2739,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Linguine #6 18x450g,17010183006,10.125,.0000159,.0000289,.0000254,15.9,28.9,25.4,1095,112,,4,28,,Pantry,Long Cuts,18,Retail,50779921000066,Yes,Yes,Yes,4660,11978,6,224,1000,1165.00,5243,Black
,0,PAT021-DR-CA,3987,La Molisana Pennoni Rigati #21 12x450g,L.M._Pasta Traditional,9813,1355,Active,974,589,554,846,740.75,760,,763,0,0,0,0,763,1.03,1739,923,3/22/2026,2502.00,3.38,1701,4203.00,5.67,6020,g,.02542176,763,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Pennoni Rigati #21 12x450g,17010184021,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,48,,6,8,,Pantry,Short Cuts,12,Retail,20779921000218,Yes,Yes,Yes,2963,7020,3,,1000,740.75,3334,Black
DEVIATION LABELING AND REPACKING,9.00,PATW028-DR-CA,4015,La Molisana Whole Wheat Fusilli #28 12x500g,L.M._Pasta Whole Wheat,480,270,Active,125,48,78,23,68.50,0,14,14,0,0,0,0,14,0.20,135,90,4/1/2026,149.00,2.18,165,314.00,4.58,6510,g,.019943,14,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Whole Wheat Fusilli #28 12x500g,15031350028,8.10,.00002,.0000385,.0000259,20,38.5,25.9,1095,63,,7,9,,Pantry,Short Cuts,12,Retail,38004690612805,Yes,Yes,Yes,274,721,14,,1000,68.50,309,Black
ORDER IN 24/500GR - DEVIATE LABEL/REPACK,0,PAT064-DR-CA,3988,La Molisana Peperini #64 12x450g,L.M._Pasta Traditional,4524,600,Label,483,429,382,462,439.00,54,300,357,0,0,0,0,357,0.81,,,,357.00,0.81,2000,2357.00,5.37,5750,g,.010374,357,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Peperini #64 12x450g,17010124064,6.75,.0000182,.000019,.00003,18.2,19,30,1095,120,,6,20,,Pantry,Soup Cuts,12,Retail,20779921000645,Yes,Yes,Yes,1756,4378,303,52,1000,439.00,1976,Black
,0,PAT065-DR-CA,3981,La Molisana Orzo #65 12x450g,L.M._Pasta Traditional,12283,1920,Active,1238,921,894,963,1004.00,4000,,4008,0,0,0,0,4008,3.99,,,,4008.00,3.99,1000,5008.00,4.99,5660,g,.010374,4008,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Orzo #65 12x450g,17010184065,6.75,.0000182,.000019,.00003,18.2,19,30,1095,120,,6,20,,Pantry,Soup Cuts,12,Retail,10037212600015,Yes,Yes,Yes,4016,8932,8,,1000,1004.00,4518,Black
,0,PRM203-DR-CA,4021,La Molisana Tagliatelle Egg #203 12x250g,L.M._Pasta Egg,3749,1549,Active,579,398,370,442,447.25,775,,780,0,0,0,0,780,1.74,500,500,4/1/2026,1280.00,2.86,1208,2488.00,5.56,3950,g,.0282,780,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Tagliatelle Egg #203 12x250g,17440238203,7.394,.0000235,.00006,.00002,23.5,60,20,730,60,,6,10,,Pantry,Premium Nests,12,Retail,20779921002038,Yes,Yes,Yes,1789,3266,5,,1000,447.25,2013,Black
Label Current stock/Sell/Make Inactive,60.00,PAT054-ORG-CA,4026,La Molisana Organic Lumache Rigate # 54 10x500g,L.M._Pasta Organic,660,60,Active,34,103,31,45,53.25,0,90,90,0,0,0,0,90,1.69,,,,90.00,1.69,180,270.00,5.07,5520,g,.017097472,90,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Organic Lumache Rigate # 54 10x500g,13041409054,7.75,.0000188,.0000232,.0000392,18.8,23.2,39.2,1095,60,,6,10,,Pantry,Short Cuts,10,Retail,28004690420540,Yes,Yes,Yes,213,703,90,,1000,53.25,240,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,0,PAT066-FS-CA,3518,La Molisana Farfalle Bulk #66 2x10lb (Box),L.M._Pasta Bulk,1270,315,Label,105,131,46,180,115.50,226,,37,0,0,189,0,37,0.32,105,105,4/18/2026,142.00,1.23,240,382.00,3.31,9800,g,.03103905,226,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Farfalle Bulk #66 2x10lb (Box),01460315066,11.791,.0000205,.000049,.0000309,20.5,49,30.9,1095,56,,7,8,,Food Service,Short Cuts,2,Retail,10037212506607,Yes,Yes,Yes,462,1707,0,120,1000,115.50,520,Black
,0,PAT015-DR18-CA,3992,La Molisana Spaghetti #15 18x450g,L.M._Pasta Traditional,26667,7861,Active,3164,2270,1200,2802,2359.00,4125,,4132,0,0,0,0,4132,1.75,5285,21,3/22/2026,9417.00,3.99,3432,12849.00,5.45,8600,g,.01175805,4132,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Spaghetti #15 18x450g,17010183015,10.125,.0000159,.000029,.0000255,15.9,29,25.5,1095,112,,4,28,,Pantry,Long Cuts,18,Retail,50779921000158,Yes,Yes,Yes,9436,22413,7,112,1000,2359.00,10616,Black
Label Current stock/Sell/Make Inactive,0,PAT015-ORG-CA,4028,La Molisana Organic Spaghetti #15 18x500g,L.M._Pasta Organic,250,84,Active,38,8,20,20,21.50,61,,61,0,0,0,0,61,2.84,,,,61.00,2.84,50,111.00,5.16,9220,g,.011991375,61,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Organic Spaghetti #15 18x500g,13041408015,13.95,.0000165,.0000285,.0000255,16.5,28.5,25.5,1095,84,,4,21,,Pantry,Long Cuts,18,Retail,28004690420151,Yes,Yes,Yes,86,273,0,,1000,21.50,97,Black
,0,PAT034-DR-CA,3972,La Molisana Cavatappi #34 12x450g,L.M._Pasta Traditional,6041,2158,Active,531,477,484,607,524.75,305,300,607,0,0,0,0,607,1.16,2100,600,4/1/2026,2707.00,5.16,50,2757.00,5.25,5950,g,.017576336,607,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Cavatappi #34 12x450g,17010184034,6.75,.0000172,.0000236,.0000433,17.2,23.6,43.3,1095,90,,9,10,,Pantry,Short Cuts,12,Retail,20779921000348,Yes,Yes,Yes,2099,5783,302,,1000,524.75,2362,Black
ORDER IN 24/500GR - DEVIATE LABEL/REPACK,619.00,PAR108-DR-CA,4008,La Molisana Fusilli Corti Bucati #108 12x450g,L.M._Pasta Speciali,1826,0,Label,110,323,10,266,177.25,179,,3,0,0,176,0,3,0.02,,,,3.00,0.02,,3.00,0.02,5950,g,.017834916,179,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Fusilli Corti Bucati #108 12x450g,17010184108,6.75,.0000173,.0000242,.0000426,17.3,24.2,42.6,1095,90,,9,10,,Pantry,Premium Short Cuts,12,Retail,20779921011085,Yes,Yes,Yes,709,1662,0,,1000,177.25,798,Red
,0,PRM205-DR-CA,4020,La Molisana Pappardelle Egg #205 12x250g,L.M._Pasta Egg,4422,1790,Active,642,510,372,443,491.75,292,276,571,0,0,0,0,571,1.16,790,100,4/18/2026,1361.00,2.77,1310,2671.00,5.43,4100,g,.0282,571,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Pappardelle Egg #205 12x250g,17440238205,7.394,.0000235,.00006,.00002,23.5,60,20,730,60,,6,10,,Pantry,Premium Nests,12,Retail,20779921002052,Yes,Yes,Yes,1967,4147,279,,1000,491.75,2213,Black
ORDER IN 500GR - DEVIATE LABEL/REPACK,0,PAT061-DR-CA,3991,La Molisana Semi Di Melone #61 12x450g,L.M._Pasta Traditional,3239,109,Active,229,203,193,312,234.25,12.00399999999999,200,212.004,0,0,0,0,212,0.91,,,,212.00,0.91,1564,1776.00,7.58,5760,g,.010374,212.004,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Semi Di Melone #61 12x450g,17010184061,6.75,.0000182,.000019,.00003,18.2,19,30,1095,120,,6,20,,Pantry,Soup Cuts,12,Retail,20779921000614,Yes,Yes,Yes,937,3373,200,,2500,234.25,1055,Black
,0,PAT020-DR-CA,3985,La Molisana Penne Ziti Rigate #20 12x450g,L.M._Pasta Traditional,24085,8923,Active,3426,2230,1749,3906,2827.75,4761,,4784,0,0,0,0,4784,1.69,1979,240,4/1/2026,6763.00,2.39,8322,15085.00,5.33,5920,g,.017576336,4784,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Penne Ziti Rigate #20 12x450g,17010184020,6.75,.0000172,.0000236,.0000433,17.2,23.6,43.3,1095,90,,9,10,,Pantry,Short Cuts,12,Retail,20779921000201,Yes,Yes,Yes,11311,27757,23,265,1000,2827.75,12725,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,86.00,PFLOUR05-CA,3533,La Molisana Pizza Semola Flour Di Grano Duro #603 12x1Kg,L.M._Flour,3194,0,Label,299,177,331,200,251.75,561,,597,0,0,0,0,597,2.37,,,,597.00,2.37,450,1047.00,4.16,12590,g,.01924181,597,La Molisana,Baking Ingredients,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Pizza Semola Flour Di Grano Duro #603 12x1Kg,15100702603,12.00,.0000214,.0000367,.0000245,21.4,36.7,24.5,365,45,65,5,9,,Pantry,Flour and Baking Aids,12,Retail,18004690378240,Yes,Yes,Yes,1007,2738,36,,1000,251.75,1133,Red
DEVIATION LABELING AND REPACKING,0,PATW066-DR-CA,4014,La Molisana Whole Wheat Farfalle #66 12x500g,L.M._Pasta Whole Wheat,883,108,Do not Order,58,46,66,54,56.00,293,,185,0,0,108,0,185,3.30,,,,185.00,3.30,,185.00,3.30,6580,g,.0224504,293,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Whole Wheat Farfalle #66 12x500g,13031310066,8.10,.0000211,.00004,.0000266,21.1,40,26.6,1095,63,,7,9,,Pantry,Short Cuts,12,Retail,38004690616605,Yes,No,Yes,224,618,0,24,1000,56.00,252,Black
,0,PAT021A-DR-CA,3986,La Molisana Pennoni Lisci #21A 12x450g,L.M._Pasta Traditional,4463,2448,Active,529,397,194,558,419.50,2339,,2341,0,0,0,0,2341,5.58,,,,2341.00,5.58,1000,3341.00,7.96,6020,g,.02542176,2341,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Pennoni Lisci #21A 12x450g,17010184033,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,48,,6,8,,Pantry,Short Cuts,12,Retail,20779921001215,Yes,Yes,Yes,1678,3898,2,,1000,419.50,1888,Black
DEVIATION LABELING AND REPACKING,0,PATW020-DR-CA,4016,La Molisana Whole Wheat Penne Ziti Rigate #20 12x500g,L.M._Pasta Whole Wheat,1150,100,Active,97,105,91,30,80.75,196,,196,0,0,0,0,196,2.43,100,100,4/1/2026,296.00,3.67,100,396.00,4.90,6480,g,.019216197,196,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Whole Wheat Penne Ziti Rigate #20 12x500g,15031350028,8.10,.0000237,.0000351,.0000231,23.7,35.1,23.1,1095,70,,7,10,,Pantry,Short Cuts,12,Retail,38004690612003,Yes,Yes,Yes,323,1058,0,,1000,80.75,364,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,0,PAT022-FS-CA,3531,La Molisana Penette Bulk Rigate 4x3Kg,L.M._Pasta Bulk,964,504,Label,204,76,82,190,138.00,135.75,,63.75,72,0,72,0,135.75,0.98,192,192,3/22/2026,327.75,2.38,300,627.75,4.55,12750,g,.030371784,207.75,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Penette Rigate 4x3Kg,12080125022,15.00,.0000241,.0000354,.0000356,24.1,35.4,35.6,1095,54,,6,9,,Food Service,Short Cuts,4,Retail,08004690602218,Yes,Yes,Yes,552,1093,0,18,1000,138.00,621,Black
,0,PAT037-DR-CA,3975,La Molisana Elicoidali #37 12x450g,L.M._Pasta Traditional,6324,1904,Active,684,603,355,717,589.75,1432,,1432,0,0,0,0,1432,2.43,1008,336,4/1/2026,2440.00,4.14,1000,3440.00,5.83,6050,g,.02141073,1432,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Elicoidali #37 12x450g,17010184037,6.75,.0000165,.0000267,.0000486,16.5,26.7,48.6,1095,56,,7,8,,Pantry,Short Cuts,12,Retail,20779921000379,Yes,Yes,Yes,2359,6376,0,,1000,589.75,2654,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,0,PALAT071-CA,3990,La Molisana Rotelle #71 24x500g,L.M._Pasta Speciali,364,307,Label,0,63,17,90,42.50,4,,4,112,0,0,0,116,2.73,195,195,3/22/2026,311.00,7.32,5,316.00,7.44,12710,g,.0366282,116,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Rotelle #71 24x500g,15010131071,15.00,.0000285,.000054,.0000238,28.5,54,23.8,1095,45,,5,9,,Pantry,Short Cuts,24,Retail,28004690057104,Yes,Yes,No,170,727,0,,1000,42.50,192,Black
DEVIATION LABELING AND REPACKING,0,PATW015-DR-CA,4017,La Molisana Whole Wheat Spaghetti #15 18x500g,L.M._Pasta Whole Wheat,698,252,Active,54,49,65,40,52.00,204,,204,0,0,0,0,204,3.92,84,84,4/1/2026,288.00,5.54,16,304.00,5.85,9390,g,.012008535,204,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Whole Wheat Spaghetti #15 18x500g,13031335015,12.15,.0000281,.0000259,.0000165,28.1,25.9,16.5,1095,84,,4,21,,Pantry,Long Cuts,18,Retail,38004690611501,Yes,Yes,Yes,208,739,0,,1000,52.00,234,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,0,PAB015-CA,6899,La Molisana Lupini Spaghetti 12x400g,L.M._Pasta Speciali,0,0,Label,0,11,11,7,7.25,355,16,16,0,355,0,0,16,2.21,,,,16.00,2.21,,16.00,2.21,5460,g,.01035996,371,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Lupini Spaghetti 12x400g,12911278616,11.40,.000029,.0000229,.0000156,29,22.9,15.6,1095,95,,5,19,,Pantry,Bean Pasta,12,Retail,18004690486167,Yes,No,No,29,126,16,,1000,7.25,33,Black
,0,PAT022-DR-CA,3983,La Molisana Penne Mezzi Ziti #22 12x450g,L.M._Pasta Traditional,3465,1229,Active,621,358,185,248,353.00,636,,637,0,0,0,0,637,1.80,249,249,4/1/2026,886.00,2.51,1751,2637.00,7.47,5800,g,.01512,637,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Penne Mezzi Ziti #22 12x450g,17010184035,6.75,.000018,.000021,.00004,18,21,40,1095,84,,6,14,,Pantry,Short Cuts,12,Retail,20779921000225,Yes,Yes,Yes,1412,4132,1,,1000,353.00,1589,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,1.00,PAG028-GF-CA,6192,La Molisana Gluten Free Fusilli #28 14x400g,L.M._Pasta Gluten free,1697,399,Label,129,99,136,117,120.25,341,,21,0,0,320,0,21,0.17,199,199,3/22/2026,220.00,1.83,1,221.00,1.84,6090,g,.026224,341,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Gluten Free Fusilli #28 14x400g,13090879028,17.36,.000022,.00004,.0000298,22,40,29.8,1095,50,,5,10,,Pantry,Short Cuts,14,Retail,18004690470043,Yes,Yes,Yes,481,1385,0,,1000,120.25,542,Red
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,0,PAT028-FS-CA,3520,La Molisana Fusilli Bulk #28 2x10lb (Box),L.M._Pasta Bulk,1566,210,Label,77,127,30,200,108.50,398.5,,398.5,0,0,0,0,398.5,3.67,,,,398.50,3.67,100,498.50,4.59,9760,g,.03010176,398.5,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Fusilli Bulk #28 2x10lb (Box),1800315028,11.338,.0000201,.000048,.0000312,20.1,48,31.2,1095,56,,7,8,,Food Service,Short Cuts,2,Retail,10037212503040,Yes,Yes,Yes,434,1731,0,40,1000,108.50,489,Black
ORDER IN 18/500GR - DEVIATE LABEL/REPACK,194.00,PAR003-DR-CA,4002,La Molisana Tripolina Lunga #3 12x450g,L.M._Pasta Speciali,405,0,Label,147,108,28,66,87.25,199,,78,0,0,121,0,78,0.89,,,,78.00,0.89,,78.00,0.89,5790,g,.02794634,199,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Tripolina Lunga #3 12x450g,17020124003,11.016,.0000293,.000038,.0000251,29.3,38,25.1,1095,48,,4,12,,Pantry,Premium Long Cuts,12,Retail,20779921000034,Yes,Yes,Yes,349,717,0,,1000,87.25,393,Red
Label Current stock/Sell/Make Inactive,0,PAT341-FS-CA,3515,La Molisana Cavatappi Bulk #341 2x10lb (Box),L.M._Pasta Bulk,105,0,Do not Order,8,0,17,41,16.50,229.5,,229.5,0,0,0,0,229.5,13.91,,,,229.50,13.91,,229.50,13.91,9730,g,.02884385,229.5,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Cavatappi Bulk #341 2x10lb (Box),1460315034,11.338,.0000193,.0000305,.000049,19.3,30.5,49,1095,56,,7,8,,Food Service,Short Cuts,2,Retail,10037212503415,Yes,No,Yes,66,619,0,,1000,16.50,75,Black
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,75.00,PRM312-CA,4005,La Molisana Cannelloni #312 Box 12x250g,L.M._Pasta Speciali,152,0,Do not Order,25,25,15,2,16.75,1,,1,0,0,0,0,1,0.06,,,,1.00,0.06,,1.00,0.06,3800,g,.02258256,1,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Cannelloni #312 Box 12x250g,15020114312,7.95,.0000231,.0000235,.0000416,23.1,23.5,41.6,1095,60,,6,10,,Pantry,Specialty Cuts,12,Retail,18004690343125,Yes,No,Yes,67,234,0,,1000,16.75,76,Red
