Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Available to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,BRLF108-CA,3869,Vita Sana Breadsticks Sesame Bulk 12x400g,La Mole,Active,92,138,64,75,92.25,,,253,253,253,253,253,253,2.56,245,,,,- None -,245,- None -,- None -,5920,g,0.044811,236,Admin Portal,Vita Sana,"Crackers, Cookies, Snacks",1049,LAMOLE F.Lli Milan Srl - MOLE,Salerno,Vita Sana Breadsticks Sesame Bulk 12x400g,VS400SES,15.57,0.00003,0.000039,0.0000383,30,39,38.3,365,40,42,4,10,- None -,Pantry,Breadsticks,12,Retail,1.07799E+13,Yes,Yes,No,- None -,369,2531,17,,,245,,
- None -,3.5,BRFB001-CA,3443,Farm Boy Artisanal Grissini Traditional 20x250g,Larte Dei Sapori_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,11400,g,0.001794972,,Admin Portal,Farm Boy,"Crackers, Cookies, Snacks",1055,LARTE DEI SAPORI L Arte Dei Sapori Sas,Salerno,Farm Boy Artisanal Grissini Traditional 20x250g,BRFB001-CA,15.6,0.00000965,0.00001181,0.00001575,9.65,11.81,15.75,365,,64,,,- None -,Pantry,Breadsticks,20,Private Label - FB,- None -,Yes,Yes,No,- None -,0,228,,,,80,,
- None -,3.5,BRFB003-CA,3442,Farm Boy Artisanal Grissini Garlic & Hot Pepper 20x250g,Larte Dei Sapori_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,11400,g,0.001794972,,Admin Portal,Farm Boy,"Crackers, Cookies, Snacks",1055,LARTE DEI SAPORI L Arte Dei Sapori Sas,Salerno,Farm Boy Artisanal Grissini Garlic & Hot Pepper 20x250g,BRFB003-CA,15.6,0.00000965,0.00001181,0.00001575,9.65,11.81,15.75,365,64,,8,8,- None -,Pantry,Breadsticks,20,Private Label - FB,- None -,Yes,Yes,No,- None -,0,189,,,,50,,
- None -,3.5,BRFB002-CA,3441,Farm Boy Artisanal Grissini Fennel 20x250g,Larte Dei Sapori_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,11400,g,0.001794972,,Admin Portal,Farm Boy,"Crackers, Cookies, Snacks",1055,LARTE DEI SAPORI L Arte Dei Sapori Sas,Salerno,Farm Boy Artisanal Grissini Fennel 20x250g,BRFB002-CA,15.6,0.00000965,0.00001181,0.00001575,9.65,11.81,15.75,365,64,,8,8,- None -,Pantry,Breadsticks,20,Private Label - FB,- None -,Yes,Yes,No,- None -,0,176,,,,80,,
- None -,3.5,FBTRUF02-CA,3456,Farm Boy Truffle Flavoured Sea Salts 12x100ml,Le Ife_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,50,50,4/12/2026,,- None -,50,- None -,- None -,4000,g,0.007014406,,Admin Portal,Farm Boy,Herbs Spices and Sauces,1060,LE IFE Tartufi Le Ife Srl,Salerno,Farm Boy Truffle Flavoured Sea Salts 12x100ml,2353,39.816,0.000023495,0.00001501,0.00001989,23.495,15.01,19.89,547,270,,9,30,- None -,Pantry,Salt and Peppers,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,100,,,50,50,,
- None -,3.5,FBTRUF01-CA,3455,Farm Boy Truffle Flavoured Grapedseed Oil 12x100ml,Le Ife_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,3000,g,0.007014406,,Admin Portal,Farm Boy,"Oil, Vinegars and Cooking Wine",1060,LE IFE Tartufi Le Ife Srl,Salerno,Farm Boy Truffle Flavoured Grapedseed Oil 12x100ml,97,42.84,0.000023495,0.00001501,0.00001989,23.495,15.01,19.89,365,180,,6,30,- None -,Pantry,Infused Oils,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,150,,,,60,,
Do Not Reorder - Sell through/Make Inactive,3.5,VSHON500A-T-CA,6430,Vita Sana Honey (Truffle) 6x500g,La Ife,Do not Order,0,0,0,0,0,,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,3360,g,0.0084375,7,Admin Portal,Vita Sana,Condiments and Toppings,1060,LE IFE Tartufi Le Ife Srl,Salerno,Vita Sana Honey (Truffle) 6x500g,4586,261.6,0.0000125,0.00003,0.0000225,12.5,30,22.5,547,100,,2,50,- None -,Food Service,Jams and Spreads,6,Retail,1.07799E+13,Yes,No,No,- None -,0,20,,,,1,,
- None -,3.5,FPVA069B-CA,3553,Longos Muffuletta Mild 12x500ml,Livabec_PL Longos,Active - PL,510,0,0,0,127.5,,,116,116,116,116,116,116,0.91,,,,,- None -,,- None -,- None -,5680,g,0.011265945,116,Admin Portal,Longos,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Longos Muffuletta Mild 12x500ml,LONMUFM500,31.7,0.00001651,0.00002286,0.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,510,1305,,,,1500,,
- None -,3.5,FPVA375A-CA,3671,R.M. Muffuletta Hot 2x4L,Livabec,Active,10,50,16,11,21.75,,,189.5,189.5,189.5,189.5,189.5,189.5,8.71,,,,,- None -,,- None -,- None -,10460,g,0.013695,189.5,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Hot 2x4L,MOLMUFH4L,45.75,0.000025,0.000033,0.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,1.07799E+13,Yes,Yes,No,- None -,87,119,,,,300,,
- None -,3.5,FPVA069A-CA,3554,Longos Muffuletta Original (HOT) 12x500ml,Livabec_PL Longos,Active - PL,383,0,376,0,189.75,,,,,,,,,,,,,,- None -,535,- None -,- None -,5680,g,0.011265945,,Admin Portal,Longos,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Longos Muffuletta Original 12x500ml,LONMUF500,31.7,0.00001651,0.00002286,0.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,759,1942,,,,1500,,
- None -,3.5,FPVA022-CA,3656,R.M. Eggplant Hot In Oil 12x375ml,Livabec,Active,180,189,128,103,150,,,697,697,697,697,697,697,4.61,,,,,- None -,,- None -,- None -,6980,g,0.008398247,692,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Hot In Oil 12x375ml,MOLHE375,22,0.0000143,0.0000281,0.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,600,1541,5,,,1500,,
- None -,3.5,FPVA024-CA,3658,R.M. Eggplant Hot In Oil 12x750ml,Livabec,Active,180,140,138,139,149.25,,,285,285,285,285,285,285,1.9,,,,,- None -,,- None -,- None -,13110,g,0.01574496,284,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Hot In Oil 12x750ml,MOLHE750,38,0.0000168,0.0000355,0.0000264,16.8,35.5,26.4,730,77,,7,11,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,597,2212,1,,,1000,,
- None -,3.5,FPVA070C-CA,6620,Longos Curato Hot Sliced Peppers 12x250ml,Livabec_PL Longos,Active - PL,384,0,0,0,96,,,1,1,1,1,1,1,0.01,,,,,- None -,,- None -,- None -,5316,g,0.009729192,1,Admin Portal,Longos,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Longos Curato Hot Sliced Peppers 12x250ml,LONHSP250,22.75,0.0000137,0.0000269,0.0000264,13.7,26.9,26.4,730,250,,10,25,- None -,Pantry,Pickles and Antipasto,12,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,384,0,,,,200,,
- None -,3.5,FPVA030-CA,3676,R.M. Mushrooms Hot In Oil 12x250ml,Livabec,Active,191,163,172,130,164,,,198,198,198,198,198,198,1.2,,,,,- None -,,- None -,- None -,5020,g,0.006161915,197,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Hot In Oil 12x250ml,MOLHM250,24.5,0.0000089,0.0000305,0.0000227,8.9,30.5,22.7,728,192,,12,16,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,656,2480,1,,,1500,,
- None -,3.5,FPVA060-CA,3643,R.M. Antipasto (Giardiniera) Mild 12x375ml,Livabec,Active,237,281,181,185,221,,,1303,1303,1303,1303,1303,1303,5.5,,,,,- None -,,- None -,- None -,7010,g,0.008398247,1215,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Antipasto (Giardiniera) Mild 12x375ml,MOLMA375,22,0.0000143,0.0000281,0.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,884,2663,38,,,1500,,
- None -,3.5,FPVA028-CA,3666,R.M. Hot Sliced Peppers 12x250ml,Livabec,Active,47,66,57,36,51.5,50,50,50,50,50,50,50,50,0.97,,,,,- None -,,- None -,- None -,5030,g,0.006161915,50,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Hot Sliced Peppers 12x250ml,MOLHSP250,22.75,0.0000089,0.0000305,0.0000227,8.9,30.5,22.7,728,192,,12,16,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,206,697,,,,1500,,
- None -,3.5,FPVA066A-CA,3672,R.M. Muffuletta Hot 12x500ml,Livabec,Active,473,550,515,442,495,,,2315,2315,2315,2315,2315,2315,4.53,,,,,- None -,,- None -,- None -,9070,g,0.0108,2241,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Hot 12x500ml,MOLMUFH500,31,0.000016,0.00003,0.0000225,16,30,22.5,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1980,4119,74,,,1500,,
- None -,3.5,FPVA025-CA,3661,R.M. Eggplant Mild In Oil 12x750ml,Livabec,Active,97,106,97,111,102.75,,,200,200,200,200,200,200,1.93,,,,,- None -,,- None -,- None -,13100,g,0.01574496,198,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Mild In Oil 12x750ml,MOLME750,38,0.0000168,0.0000355,0.0000264,16.8,35.5,26.4,730,77,,7,11,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,411,1578,2,,,1500,,
- None -,3.5,FPVA071-CA,3453,Farm Boy Muffuletta Spicy 12x500g,Livabec_PL Farm Boy,Active - PL,0,0,0,454,113.5,,,,,,,,,,,,,,- None -,,- None -,- None -,5680,g,0.011265945,,Admin Portal,Farm Boy,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Farm Boy Muffuletta Spicy 12x500g,FBMUFH500,31,0.00001651,0.00002286,0.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - FB,- None -,Yes,Yes,No,- None -,454,625,,,,1500,,
- None -,3.5,FPVA057-CA,3677,R.M. Mushrooms Hot In Oil 2x4L,Livabec,Do not Order,12,0,3,0,3.75,,,17,17,17,17,17,17,4.53,,,,,- None -,,- None -,- None -,10590,g,0.013695,17,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Hot In Oil 2x4L,MOLHM4L,60,0.000025,0.000033,0.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,1.07799E+13,Yes,Yes,No,- None -,15,45,,,,300,,
- None -,3.5,FPVA058-CA,3678,R.M. Mushrooms Mild In Oil 2x4L,Livabec,Do not Order,1,5,7,1,3.5,,,61,61,61,61,61,61,17.43,,,,,- None -,,- None -,- None -,10640,g,0.013695,61,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Mild In Oil 2x4L,MOLMM4L,60,0.000025,0.000033,0.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,7.79921E+11,Yes,Yes,No,- None -,14,43,,,,300,,
- None -,3.5,FPVA023-CA,3659,R.M. Eggplant Mild In Oil 12x375ml,Livabec,Active,129,198,85,122,133.5,,,619,619,619,619,619,619,4.58,,,,,- None -,,- None -,- None -,7050,g,0.008398247,612,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Mild In Oil 12x375ml,MOLME375,22,0.0000143,0.0000281,0.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,534,1413,7,,,1500,,
- None -,3.5,FPVA065A-CA,3674,R.M. Muffuletta Mild 12x500ml,Livabec,Active,515,455,539,490,499.75,,,1412.16,1412.16,1412.16,1412.16,1412.16,1412.16,2.82,,,,,- None -,,- None -,- None -,9000,g,0.0108,1409.16,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Mild 12x500ml,MOLMUFM500,31,0.000016,0.00003,0.0000225,16,30,22.5,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1999,2429,3,,,1500,,
- None -,3.5,FPVA031-CA,3679,R.M. Mushrooms Mild In Oil 12x250ml,Livabec,Active,175,165,215,44,149.75,,,763,763,763,763,763,763,4.23,,,,,- None -,,- None -,- None -,5080,g,0.006161915,633,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Mild In Oil 12x250ml,MOLMM250,24.5,0.0000089,0.0000305,0.0000227,8.9,30.5,22.7,728,192,,12,16,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,599,2198,2,,,1500,,
- None -,3.5,FPVA070-CA,3452,Farm Boy Muffuletta Mild 12x500g,Livabec_PL Farm Boy,Active - PL,0,0,0,0,0,,,204,204,204,204,204,204,0,,,,,- None -,,- None -,- None -,5680,g,0.011265945,,Admin Portal,Farm Boy,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Farm Boy Muffuletta Mild 12x500g,FBMUFM500,31,0.00001651,0.00002286,0.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,650,204,,,1500,,
- None -,3.5,FPVA059-CA,3642,R.M. Antipasto (Giardiniera) Hot 12x375ml,Livabec,Active,143,147,84,84,114.5,,,1169,1169,1169,1169,1169,1169,10.2,,,,,- None -,,- None -,- None -,7050,g,0.008398247,1168,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Antipasto (Giardiniera) Hot 12x375ml,MOLHA375,22,0.0000143,0.0000281,0.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,458,2080,1,,,1500,,
- None -,3.5,FPVA056-CA,3660,R.M. Eggplant Mild In Oil 2x4L,Livabec,Active,40,26,18,23,26.75,,,122,122,122,122,122,122,4.52,,,,,- None -,,- None -,- None -,10150,g,0.013695,121,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Mild In Oil 2x4L,MOLME4L,38,0.000025,0.000033,0.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,1.07799E+13,Yes,Yes,Yes,- None -,107,361,1,,,300,,
- None -,3.5,FPVA055-CA,3657,R.M. Eggplant Hot In Oil 2x4L,Livabec,Active,37,27,34,48,36.5,,,204,204,204,204,204,204,3.95,,,,,- None -,,- None -,- None -,10260,g,0.013695,144,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Hot In Oil 2x4L,MOLHE4L,38,0.000025,0.000033,0.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,1.07799E+13,Yes,Yes,No,- None -,146,619,60,,,300,,
- None -,3.5,FPVA375-CA,3673,R.M. Muffuletta Mild 2x4L,Livabec,Active,94,91,66,70,80.25,,,153,153,153,153,153,153,1.91,,,,,- None -,,- None -,- None -,10548,g,0.013695,153,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Mild 2x4L,MOLMUFM4L,45.75,0.000025,0.000033,0.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,1.07799E+13,Yes,Yes,Yes,- None -,321,656,,,,300,,
Do Not Reorder - Move to VS Brand,3.5,GNOCCHIMASS-CA,3562,Massimo Gnocchi 10x500g,Ciemme/Maffei_ Massimo,Do not Order,1018,0,0,0,254.5,,,726,726,726,726,726,726,2.19,,,,,- None -,,- None -,- None -,5500,g,0.01092,558,Admin Portal,Massimo,Pasta,1093,MAFFEI Il Pastaio Di Maffei Savino & C. Srl,Salerno,Massimo Gnocchi 10x500g,1444,4.9,0.0000195,0.000035,0.000016,19.5,35,16,365,140,,7,20,- None -,Pantry,Gnocchi,10,Retail,1.07799E+13,Yes,No,No,- None -,1018,4543,168,,,1580,,
- None -,3.5,VSPOLENTA01-CA,3900,Vita Sana Polenta 12x500g (Box),Molino Peila,Active,460,434,547,379,455,,,1091,1091,1091,1091,1091,1091,2.38,962,960,4/30/2026,,- None -,962,- None -,- None -,6660,g,0.01566774,1082,Admin Portal,Vita Sana,Rice and Beans,1168,MOLINO Molino Peila Spa,Genova,Vita Sana Polenta 12x500g (Box),0014005AV,6.84,0.0000193,0.000041,0.0000198,19.3,41,19.8,547,120,84,10,12,- None -,Pantry,Polenta and Couscous,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,1820,5302,9,,,960,,
- None -,3.5,BAKMOV10001-CA,5117,Venchi Assorted Bag 12x200g,Molisana Imports,Active,84,27,0,0,27.75,,,,,,,,,,,,,,- None -,,- None -,- None -,,- None -,,,Admin Portal,Venchi,Chocolate and Candy,1171,MOLISANA IMPORTS 996660 Ontario Ltd,Canada,Venchi Assorted Bag 12x200g,- None -,0,,,,,,,,,,,,- None -,Pantry,Chocolate,,Retail,1.07799E+13,Yes,No,No,- None -,111,,,,,,,
- None -,3.5,BACI12497895-PA,7202,Baci Box 28Pcs Original Dark 264 (6x350g) DISPLAY PALLET,Baci_Chocolate,Label,0,0,23,0,5.75,,,1,1,1,1,1,1,0.17,,,,,- None -,,- None -,- None -,922.6,kg,0,1,Admin Portal,Baci,Chocolate and Candy,1171,MOLISANA IMPORTS 996660 Ontario Ltd,Canada,Baci Box 28Pcs Original Dark 264 (6x350g) DISPLAY PALLET,BACI12497895-PA,3743.04,0,0,0,0,0,0,364,100,1,2,50,- None -,Pantry,Chocolate,224,Retail - Chocolate Costco,- None -,Yes,Yes,No,- None -,23,,,,,1,,
- None -,3.5,BEBI01-PA,6245,Gioia Bitter (Red) 224x(24x100ml) (4x6Pack),Molisana Imports_PL Costco,Active - Costco,0,0,1,1,0.5,,,,,,,,,,,,,,- None -,,- None -,- None -,0,g,0,,Admin Portal,Gioia,Soft Drinks,11482,Molisana Molisana Imports,- None -,Gioia Bitter (Red) 224x(24x100ml) (4x6Pack),6245,1709.12,0,0,0,0,0,0,730,1,,1,1,- None -,Drinks,Mixers,1,Retail,7.79922E+11,Yes,No,No,- None -,2,14,,,,1,,
- None -,3.5,BEBI21-CA,3615,Niasca Chinotto Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,62,59,44,46,52.75,,,176,176,176,176,176,176,3.34,,,,,- None -,,- None -,- None -,11700,g,0.017091018,176,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Chinotto Cluster 24x250ml (6x4Pack),NP41,15,0.0000202,0.0000237,0.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,1.07799E+13,Yes,Yes,No,- None -,211,678,,,,455,,
- None -,3.5,BEBI20-CA,3618,Niasca Festivo Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,38,34,23,38,33.25,,,379,379,379,379,379,379,11.01,,,,,- None -,,- None -,- None -,11890,g,0.017091018,366,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Festivo Cluster 24x250ml (6x4Pack),NP40,15,0.0000202,0.0000237,0.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,1.07799E+13,Yes,Yes,No,- None -,133,661,13,,,455,,
- None -,3.5,BEBI19-CA,3621,Niasca Mandarinata Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,46,40,39,30,38.75,,,692,692,692,692,692,692,16.7,,,,,- None -,,- None -,- None -,11720,g,0.017091018,647,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Mandarinata Cluster 24x250ml (6x4Pack),NP39,15,0.0000202,0.0000237,0.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,1.07799E+13,Yes,Yes,No,- None -,155,744,45,,,455,,
- None -,3.5,BEBI18-CA,3619,Niasca Limonata Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,75,60,46,45,56.5,,,424,424,424,424,424,424,6.44,,,,,- None -,,- None -,- None -,11740,g,0.017091018,364,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Limonata Cluster 24x250ml (6x4Pack),NP38,15,0.0000202,0.0000237,0.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,1.07799E+13,Yes,Yes,No,- None -,226,1145,60,,2,455,,
- None -,3.5,SADRPEST185-CA,7184,David Rocco Green Pesto Genovese 6x185g,Nord Salse,Active,77,106,87,29,74.75,,,2198,2198,2198,2198,2198,2198,29.4,,,,,- None -,,- None -,- None -,1998,g,0.00266112,2198,Admin Portal,David Rocco CIO,Canned and Jarred,11020,NORD SALSE Nord Salse S.r.l.,Genova,David Rocco Green Pesto Genovese 6x185g,NS726,12.12,0.000011,0.0000126,0.0000192,11,12.6,19.2,730,468,468,13,36,- None -,Pantry,Pasta and Pasta Sauce,6,Retail,1.07799E+13,Yes,Yes,Yes,- None -,299,,,,,2810,,
- None -,3.5,BAKPAN01-CA,3640,PC Cantucci Almond 12x250g,Panducale_PL PC,Active - PL,330,360,360,300,337.5,,,1118,1118,1118,1118,1118,1118,3.31,714,714,5/23/2026,,- None -,714,- None -,- None -,4000,g,0.02335975,1118,Admin Portal,Presidents Choice,"Crackers, Cookies, Snacks",1265,PANDUC Pan Ducale,Salerno,PC Cantucci Almond 12x250g,0501/PC,16.32,0.0000215,0.0000265,0.000041,21.5,26.5,41,456,81,,9,9,- None -,Pantry,Cookies,12,Retail,1.00604E+13,Yes,Yes,Yes,- None -,1350,6615,,,60,500,,
- None -,3.5,BAKMA41-CA,3466,Gioia Amaretti Biscuits 12x200g,Panducale,Active,160,157,141,117,143.75,,,527,527,527,527,527,527,3.65,,,,,- None -,,- None -,- None -,2860,g,0.025844982,524,Admin Portal,Gioia,"Crackers, Cookies, Snacks",1265,PANDUC Pan Ducale,Salerno,Gioia Amaretti Biscuits 12x200g,0506G,14.592,0.0000239,0.0000402,0.0000269,23.9,40.2,26.9,365,70,,7,10,- None -,Pantry,Cookies,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,575,2455,3,,,300,,
- None -,3.5,BAKMA05-CA,3469,Gioia Cantuccini (Tozetti) Almond 12x200g,Panducale,Active,161,197,112,83,138.25,,,406,406,406,406,406,406,2.84,313,313,5/23/2026,,- None -,313,- None -,- None -,2830,g,0.017814468,393,Admin Portal,Gioia,"Crackers, Cookies, Snacks",1265,PANDUC Pan Ducale,Salerno,Gioia Cantuccini (Tozetti) Almond 12x200g,1099,14.52,0.0000213,0.0000406,0.0000206,21.3,40.6,20.6,730,70,,7,10,- None -,Pantry,Cookies,12,Retail,1.07799E+13,Yes,Yes,Yes,- None -,553,2036,13,,,300,,
- None -,3.5,VLONGOSFOC01-CA,6608,Longos Curato Focaccia Rosemary 10x100g,Panificio Bo_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,861,861,4/30/2026,,- None -,861,- None -,- None -,1500,g,0.021518,,Admin Portal,Longos,"Crackers, Cookies, Snacks",1268,PANIFICIO BO Panificio Grissinificio Bo Srl,Genova,Longos Curato Focaccia Rosemary 10x100g,389,9.5,0.000028,0.0000265,0.000029,28,26.5,29,365,60,72,5,12,- None -,Pantry,Crackers,10,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,0,389,,,1152,72,,
- None -,3.5,VLONGOSFOC02-CA,6610,Longos Curato Focaccia Olive 10x100g,Panificio Bo_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,715,631,4/30/2026,,- None -,720,- None -,- None -,1500,g,0.021518,,Admin Portal,Longos,"Crackers, Cookies, Snacks",1268,PANIFICIO BO Panificio Grissinificio Bo Srl,Genova,Longos Curato Focaccia Olive 10x100g,386,9.5,0.000028,0.0000265,0.000029,28,26.5,29,365,60,72,5,12,- None -,Pantry,Crackers,10,Private Label - Longos,1.07725E+13,Yes,Yes,No,- None -,0,288,,,1152,72,,
