Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Maximum of Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,GNOCCHI-CA,3877,Vita Sana Gnocchi 10x500g,Ciemme_Gnocchi,Active,0,0,0,0,0,,1916,1916,1916,1916,1916,1916,0,3270,1000,3/15/2026,,- None -,5835,- None -,- None -,5480,g,.01153278,1783,Admin Portal,Vita Sana,Pasta,664,CIEMME Ciemme Alimentari Srl,Salerno,Vita Sana Gnocchi 10x500g,1879,4.794,.000021,.0000162,.0000339,21,16.2,33.9,365,147,,7,21,- None -,Pantry,Gnocchi,10,Retail + HF,10779921116110,Yes,Yes,Yes,0,21459,108,147,1090,,
- None -,3.5,GNOCCHIFB-CA,3448,Farm Boy Gnocchi 10x500g,Ciemme_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,1176,- None -,- None -,7000,g,.011922632670816,,Admin Portal,Farm Boy,Pasta,664,CIEMME Ciemme Alimentari Srl,Salerno,Farm Boy Gnocchi 10x500g,2329C,4.70,.0000133096,.00002799,.000032004,13.3096,27.99,32.004,365,108,,12,9,- None -,Pantry,Gnocchi,10,Private Label - FB,- None -,Yes,Yes,No,0,6452,,1176,1070,,
- None -,3.5,SAPEST-135-CA,3690,R.M. Pesto (Green) with Basil 12x150g,Clas Pesto_Green Pesto,Active,0,0,0,0,0,,3574,3574,3574,3574,3574,3574,0,,,,,- None -,,- None -,- None -,3030,g,.00381807,3571,Admin Portal,Regina Molisana,Canned and Jarred,668,CLAS Clas Spa,Genova,R.M. Pesto (Green) with Basil 12x150g,F1290362,8.28,.000009,.0000237,.0000179,9,23.7,17.9,730,200,,8,25,- None -,Pantry,Pasta and Pasta Sauce,12,Retail,10779921800507,Yes,Yes,Yes,0,3214,3,,900,,
- None -,3.5,VIWW004-CA,1190,Colavita Wine Vinegar White 12x500ml,Colavita_Vinegar,Active,0,0,0,0,0,,621,621,621,621,621,621,0,,,,,- None -,476,- None -,- None -,10620,g,.0176784,620,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Wine Vinegar White 12x500ml,CLVINBTM500C12CAN,11.64,.0000254,.00003,.0000232,25.4,30,23.2,1825,102,,6,17,- None -,Pantry,Specialty Vinegars,12,Retail,10039153413068,Yes,Yes,Yes,0,3287,1,,595,,
- None -,3.5,OCOXVGAR-CA,1173,Colavita EV Olive Oil Garlic 6x250ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,1070,1070,1070,1070,1070,1070,0,,,,,- None -,,- None -,- None -,3120,g,.006573696,1070,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Garlic 6x250ml (Timeless),CLAGLTM250C6CAN,13.80,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,- None -,Pantry,Infused Oils,6,Retail,10039153100500,Yes,Yes,Yes,0,856,,,510,,
Do Not Reorder - Sell through/Make Inactive,3.5,OCOXVSPN-CA,1180,Colavita EV Olive Oil SPANISH 6x750ml (Timeless),Colavita Italy_Oil,Do not Order,0,0,0,0,0,,140,140,140,140,140,140,0,,,,,- None -,,- None -,- None -,7390,g,.0135135,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Spanish 6x750ml (Timeless),CLEXSPTM750C6CAN,34.20,.000027,.0000275,.0000182,27,27.5,18.2,,120,120,6,20,- None -,Pantry,Olive Oils,6,Retail,10039153010144,Yes,No,Yes,0,759,140,1,430,,
- None -,3.5,VIWR003-CA,1188,Colavita Wine Vinegar Red 12x500ml,Colavita_Vinegar,Active,0,0,0,0,0,,343,343,343,343,343,343,0,585,585,3/23/2026,,- None -,1537,- None -,- None -,10630,g,.0176784,339,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Wine Vinegar Red 12x500ml,CLVINRTM500C12CAN,11.64,.0000254,.00003,.0000232,25.4,30,23.2,1825,102,,6,17,- None -,Pantry,Specialty Vinegars,12,Retail,10039153413051,Yes,Yes,Yes,0,4773,4,85,595,,
Do Not Reorder - Sell through/Make Inactive,3.5,OCOXVMED-CA-1.5LT PET,6862,Colavita (PET)  EV Olive Oil Mediteranean 6x1.5L,Colavita Italy_Oil,Do not Order,0,0,0,0,0,,233,233,233,233,233,233,0,,,,,- None -,,- None -,- None -,8870,g,.02051613,233,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita (PET)  EV Olive Oil Mediteranean 6x1.5L,CLEXMEUTMP1.5C6CAN,60.00,.0000333,.0000305,.0000202,33.3,30.5,20.2,547,80,,5,16,- None -,Pantry,Olive Oils,6,Retail,10039153431482,Yes,No,Yes,0,342,,,220,,
- None -,3.5,OCOXVPOR-CA,1179,Colavita EV Olive Oil PORTUGAL 6x750ml (Timeless),Colavita Italy_Oil,Do not Order,0,0,0,0,0,,53,53,53,53,53,53,0,279,139,3/1/2026,,- None -,279,- None -,- None -,7360,g,.013634232,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Portugal 6x750ml (Timeless),CLEXPTM750C6CAN,34.20,.0000268,.0000278,.0000183,26.8,27.8,18.3,,120,120,6,20,- None -,Pantry,Olive Oils,6,Retail,10039153011523,Yes,No,Yes,0,751,53,,270,,
DEVIATION LABELING AND REPACKING,3.5,OCOSPRPRE-CA,6551,Colavita Spray EV Olive Oil Premium 6x148ml,Colavita Italy_Oil,Label,0,0,0,0,0,,74,74,74,74,74,74,0,,,,,- None -,,- None -,- None -,1265,g,.0038502,74,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Premium 6x148ml,CLEXEUSR148C6CAN,14.40,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,- None -,Pantry,Olive Oils,6,Retail,10039153431536,Yes,Yes,No,0,120,,,1,,
- None -,3.5,VIBA.5-CA,1184,Colavita Balsamic Vinegar of Modena 12x500ml,Colavita_Vinegar,Active,0,0,0,0,0,,1957,1957,1957,1957,1957,1957,0,,,,,- None -,952,- None -,- None -,11080,g,.0176784,1953,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Balsamic Vinegar of Modena 12x500ml,CLBALMTM500C12CAN,15.12,.0000254,.00003,.0000232,25.4,30,23.2,1825,102,,6,17,- None -,Pantry,Balsamic Vinegar,12,Retail,10039153413006,Yes,Yes,Yes,0,8582,4,,595,,
- None -,3.5,VIRASW-CA,6149,Colavita Raspberry Wine Vinegar 12x500ml,Colavita_Vinegar,Active,0,0,0,0,0,,92,92,92,92,92,92,0,,,,,- None -,,- None -,- None -,10640,g,.021645,92,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Raspberry Wine Vinegar 12x500ml,CLVIRATM500C12CAN,15.60,.000025,.0000234,.000037,25,23.4,37,1095,102,,6,17,- None -,Pantry,Specialty Vinegars,12,Retail,10039153413150,Yes,Yes,No,0,143,,,110,,
- None -,3.5,OCOXV.75L22TIMELESS-CA,1163,Colavita Premium Italian  EV Olive Oil 6x750ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,3,3,3,3,3,3,0,280,280,3/1/2026,,- None -,280,- None -,- None -,7332,g,.01383726,3,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Premium Italian  EV Olive Oil 6x750ml (Timeless),CLEXITTM750C6CAN,47.70,.0000271,.0000276,.0000185,27.1,27.6,18.5,546,120,120,6,20,- None -,Pantry,Olive Oils,6,Retail,10039153010106,Yes,Yes,No,0,1245,,,230,,
- None -,3.5,VLONGONSWHI01-CA,3552,Longos Curato White Wine Vinegar 12x500ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,12300,g,.01748331,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato White Wine Vinegar 12x500ml,LNVINBVE500C12USA,11.40,.000027,.0000221,.0000293,27,22.1,29.3,1095,102,,6,17,- None -,Pantry,Specialty Vinegars,12,Private Label - Longos,- None -,Yes,Yes,No,0,1530,,,770,,
- None -,3.5,OCOXV.1L147TIMELESS-CA,7017,COL Premium ITALIAN EVOliveOil 6x1lT,Colavita Italy_Oil,Active,0,0,0,0,0,,46,46,46,46,46,46,0,,,,,- None -,,- None -,- None -,7332,g,.01668,46,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,COL Premium ITALIAN EVOliveOil 6x1lt,CLEXITTM1000C6CAN,63.00,.0000278,.00003,.00002,27.8,30,20,546,96,120,6,16,- None -,Pantry,Olive Oils,6,Retail,10039153011417,Yes,Yes,No,0,4,,,110,,
Do Not Reorder - Sell through/Make Inactive,3.5,OCOXVCERAMIC-CA,1170,Colavita EV Olive Oil Premium Italian 6x250ml (Ceramic Jar),Colavita Italy_Oil,Do not Order,0,0,0,0,0,,11,11,11,11,11,11,0,,,,,- None -,,- None -,- None -,3596,g,.0091377,11,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Premium Italian 6x250ml (Ceramic Jar),CLEXITTRISOL250C6USA,33.30,.0000165,.0000284,.0000195,16.5,28.4,19.5,,155,,5,31,- None -,Pantry,Olive Oils,6,Retail,10039153100388,Yes,No,No,0,15,,,100,,
- None -,3.5,OCOAVOCA-CA,6883,Colavita Avocado Oil 6x750ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,161,161,161,161,161,161,0,,,,,- None -,,- None -,- None -,7360,g,.0135135,4,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Avocado Oil 6x750ml (Timeless),CLAVTM750C6CAN,39.60,.000027,.0000275,.0000182,27,27.5,18.2,730,120,120,6,20,- None -,Pantry,Specialty Oils,6,Retail,10039153431833,Yes,Yes,No,0,60,157,,420,,
- None -,3.5,OCOXV3T-CA,1167,Colavita Extra Virgin Olive Oil 4x3L (Tin),Colavita Italy_Oil,Active,0,0,0,0,0,,151,151,151,151,151,151,0,90,90,3/1/2026,,- None -,90,- None -,- None -,12330,g,.01595724,151,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 4x3L (Tin),CLEXMEULA3000C4CAN,86.00,.0000265,.0000312,.0000193,26.5,31.2,19.3,546,90,,5,18,- None -,Pantry,Olive Oils,4,Retail,10039153010014,Yes,Yes,Yes,0,1341,,,230,,
- None -,3.5,VIWR003-FB-CA,3457,Farm Boy Wine Vinegar Red 12x500ml,Colavita_PL Farmboy,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,9998,g,.01725584,,Admin Portal,Farm Boy,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Farm Boy Wine Vinegar Red 12x500ml,BO500C12 CAN,11.16,.000028,.0000217,.0000284,28,21.7,28.4,1821,102,,6,17,- None -,Pantry,Specialty Vinegars,12,Private Label - FB,- None -,Yes,Yes,No,0,816,,,370,,
- None -,3.5,FPIP254-CA,3649,R.M. Artichokes Grilled 12x580g,Colavita Italy_Other,Active,0,0,0,0,0,,2,2,2,2,2,2,0,121,121,3/1/2026,,- None -,242,- None -,- None -,10260,g,.014665112,2,Admin Portal,Regina Molisana,Condiments and Toppings,679,COLPOM Colavita Spa,Salerno,R.M. Artichokes Grilled 12x580g,MCG31VT500C12,39.00,.0000154,.0000266,.0000358,15.4,26.6,35.8,730,110,,10,11,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921380092,Yes,Yes,Yes,0,524,,,120,,
DEVIATION LABELING AND REPACKING,3.5,OCOSPRGAR-CA,6555,Colavita SPRAY EV Olive Oil GARLIC 6x148ml,Colavita Italy_Oil,Label,0,0,0,0,0,,55,55,55,55,55,55,0,,,,,- None -,,- None -,- None -,1270,g,.0038502,55,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Garlic 6x148ml,CLAGLSR148C6CAN,17.40,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,- None -,Pantry,Infused Oils,6,Retail,100391534300,Yes,Yes,No,0,139,,,1,,
Do Not Reorder - Sell through/Make Inactive,3.5,OCOXV.TINL10ITTIMELESS-CA,7018,COL Premium ITALIAN EVOliveOil 4X3LT TIN,Colavita Italy_Oil,Do not Order,0,0,0,0,0,,3,3,3,3,3,3,0,,,,,- None -,,- None -,- None -,7332,g,.015681864,3,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,COL Premium ITALIAN EVOliveOil 4X3LT TIN,CLEXITLA3000C4CAN,124.40,.0000264,.0000311,.0000191,26.4,31.1,19.1,,90,,5,18,- None -,Pantry,Olive Oils,4,Retail,10039153011431,Yes,No,No,0,2,,,1,,
- None -,3.5,OCOXVGRE01-CA,1174,Colavita EV Olive Oil GREEK 6x750ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,486,486,486,486,486,486,0,559,279,3/1/2026,,- None -,1539,- None -,- None -,7380,g,.013462176,481,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Greek 6x750ml (Timeless),CLEXGTM750C6CAN,34.20,.0000268,.0000276,.0000182,26.8,27.6,18.2,546,140,120,7,20,- None -,Pantry,Olive Oils,6,Retail,10039153100869,Yes,Yes,Yes,0,5344,5,,700,,
- None -,3.5,OCOXVTAR-CA,1181,Colavita EV Olive Oil TRUFFLE 6x250ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,900,900,900,900,900,900,0,,,,,- None -,,- None -,- None -,3090,g,.006573696,900,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Truffle 6x250ml (Timeless),CLTARTM250C6CAN,17.10,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,- None -,Pantry,Infused Oils,6,Retail,10039153100395,Yes,Yes,Yes,0,850,,,430,,
- None -,3.5,OCOXVPEP-CA,1178,Colavita EV Olive Oil PEPPER 6x250ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,1152,1152,1152,1152,1152,1152,0,,,,,- None -,,- None -,- None -,3000,g,.005397855,1152,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Pepper 6x250ml (Timeless),CLPEPTM250C6CAN,14.70,.0000201,.0000205,.0000131,20.1,20.5,13.1,730,287,,7,41,- None -,Pantry,Infused Oils,6,Retail,10039153100142,Yes,Yes,Yes,0,730,,,340,,
- None -,3.5,VIBA.5LT-CA,1185,Colavita Balsamic Vinegar of Modena 2x5L,Colavita_Vinegar,Active,0,0,0,0,0,,23,23,23,23,23,23,0,,,,,- None -,,- None -,- None -,11278,g,.01766492,23,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Balsamic Vinegar of Modena 2x5L,CLBALMPVC5LC4USA,27.54,.0000322,.000026,.0000211,32.2,26,21.1,1821,27,,,,- None -,Pantry,Balsamic Vinegar,2,Retail,10039153413211,Yes,Yes,Yes,0,79,,,30,,
- None -,3.5,OCOXVMED-CA,1176,Colavita EV Olive Oil Mediterranean 6x750ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,1324,1324,1324,1324,1324,1324,0,,,,,- None -,280,- None -,- None -,7370,g,.013462176,1321,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Mediterranean 6x750ml (Timeless),CLEXMEUTM750C6CAN,31.80,.0000268,.0000276,.0000182,26.8,27.6,18.2,546,140,120,7,20,- None -,Pantry,Olive Oils,6,Retail,10039153100876,Yes,Yes,Yes,0,6308,3,,820,,
- None -,3.5,OCOXV-ORGANIC-CA,1177,Colavita EV Olive Oil ORGANIC 6x500ml,Colavita Italy_Oil,Active,0,0,0,0,0,,60,60,60,60,60,60,0,,,,,- None -,180,- None -,- None -,5030,g,.01018248,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Organic 6x500ml,CLEXBIMEUTM500C6CAN,26.10,.0000266,.0000232,.0000165,26.6,23.2,16.5,546,125,,5,25,- None -,Pantry,Olive Oils,6,Retail,10039153100401,Yes,Yes,Yes,0,915,60,,190,,
- None -,3.5,OCOXVBAS-CA,1168,Colavita EV Olive Oil Basil 6x250ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,171,171,171,171,171,171,0,,,,,- None -,,- None -,- None -,3090,g,.006573696,171,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Basil 6x250ml (Timeless),CLBASTM250C6CAN,13.80,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,- None -,Pantry,Infused Oils,6,Retail,10039153100265,Yes,Yes,Yes,0,299,,,200,,
- None -,3.5,VLONGOSBALS02-CA,3551,Longos Curato White Vinegar of Modena 6x250ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,3200,g,.00093775,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato White Vinegar of Modena 6x250ml,LNBALMBRG250C6USA,16.14,.0000155,.000011,.0000055,15.5,11,5.5,1821,259,,7,37,- None -,Pantry,Balsamic Vinegar,6,Private Label - Longos,10772468023620,Yes,Yes,No,0,,,,760,,
- None -,3.5,OCOXV1TIMELESS-CA,1166,Colavita Extra Virgin Olive Oil 6x1L (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,23676,23676,23676,23676,23676,23676,0,1688,336,3/23/2026,,- None -,3846,- None -,- None -,9330,g,.018538764,23671,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Extra Virgin Olive Oil 6x1L (Timeless),CLEXEUTM1000C6CAN,44.10,.0000283,.0000212,.0000309,28.3,21.2,30.9,546,96,96,6,16,- None -,Pantry,Olive Oils,6,Retail,10039153010007,Yes,Yes,Yes,0,51150,5,415,2400,,
- None -,3.5,VLONGOSBALS05-CA,3546,Longos Curato Balsamic Vinegar Silver 12x250ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,4,4,4,4,4,4,0,,,,,- None -,,- None -,- None -,6200,g,.006435072,4,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Vinegar Silver 12x250ml,LNBALMBL250C12USA,31.92,.0000228,.0000144,.0000196,22.8,14.4,19.6,1821,100,,2,50,- None -,Pantry,Balsamic Vinegar,12,Private Label - Longos,10772468023590,Yes,Yes,No,0,700,,,330,,
- None -,3.5,VLONGOSBALS01-CA,3544,Longos Curato Balsamic Vinegar 12x500ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,23540,g,.001247382,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Vinegar 12x500ml,LNBALMGR500C12USA,15.00,.0000262,.0000069,.0000069,26.2,6.9,6.9,1821,102,,6,17,- None -,Pantry,Balsamic Vinegar,12,Private Label - Longos,10772468023583,Yes,Yes,No,0,714,,,410,,
- None -,3.5,VLONGOSRED01-CA,3547,Longos Curato Red Wine Vinegar 12x500ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,12300,g,.01748331,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Red Wine Vinegar 12x500ml,LNVINRVE500C12USA,11.40,.000027,.0000221,.0000293,27,22.1,29.3,1095,100,,2,50,- None -,Pantry,Specialty Vinegars,12,Private Label - Longos,- None -,Yes,Yes,No,0,1734,,,870,,
- None -,3.5,OCOXV.500L71TIMELESS-CA,7016,COL Premium ITALIAN EVOliveOil 6x500ml,Colavita Italy_Oil,Active,0,0,0,0,0,,132,132,132,132,132,132,0,,,,,- None -,,- None -,- None -,7332,g,.009231376,132,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,COL Premium ITALIAN EVOliveOil 6x500ml,CLEXITTM500C6CAN,32.40,.0000254,.0000236,.0000154,25.4,23.6,15.4,547,180,120,6,30,- None -,Pantry,Olive Oils,6,Retail,10039153010212,Yes,Yes,No,0,2,,,210,,
DEVIATION LABELING AND REPACKING,3.5,OCOSPRORG-CA,6553,Colavita Spray EV Olive Oil Organic 6x148ml,Colavita Italy_Oil,Label,0,0,0,0,0,,145,145,145,145,145,145,0,,,,,- None -,,- None -,- None -,1270,g,.0038502,145,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray EV Olive Oil Organic 6x148ml,CLEXBIMEUSR148C6CAN,15.60,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,- None -,Pantry,Olive Oils,6,Retail,10039153431024,Yes,Yes,No,0,161,,,1,,
- None -,3.5,OCOXV-6PK-CA,3662,R.M. Extra Virgin Olive Oil 6x1L,Colavita Italy_Oil,Active,0,0,0,0,0,,3956,3956,3956,3956,3956,3956,0,,,,,- None -,,- None -,- None -,8160,g,.01776076,3953,Admin Portal,Regina Molisana,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,R.M. Extra Virgin Olive Oil 6x1L,RMEXMST1000C6CAN,40.20,.0000251,.0000305,.0000232,25.1,30.5,23.2,547,100,,5,20,- None -,Pantry,Olive Oils,6,Retail,117799216010,Yes,Yes,Yes,0,2116.5,3,,610,,
- None -,3.5,OCOXV.10L56BB-CA,6860,Colavita Pure Olive Oil Bag In Box 1x10L,Colavita USA_Oil,Active,0,0,0,0,0,,488,488,488,488,488,488,0,2795,1344,3/1/2026,,- None -,2795,- None -,- None -,9400,g,.014329575,173,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Pure Olive Oil Bag In Box 1x10L,CLOL BG10LC1 CAN,42.138,.0000325,.0000207,.0000213,32.5,20.7,21.3,546,72,,3,24,- None -,Pantry,Olive Oils,1,Retail,039153431850,Yes,Yes,No,0,15762,315,336,2960,,
- None -,3.5,OCOXVSEWC-CA,7203,Colavita EV Olive Oil The 2026 World Cup Special Edition 6x500ml,Colavita_Special,Active,0,0,0,0,0,,,,,,,,0,910,910,3/24/2026,,- None -,12500,- None -,- None -,7500,g,.015329144,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil The 2026 World Cup Special Edition 6x500ml,CLEXEU WC500C6 CAN,35.70,.0000188,.00003455,.0000236,18.8,34.55,23.6,540,84,,7,12,- None -,Pantry,Olive Oils,6,Retail,10039153432328,Yes,Yes,No,0,,,653,84,,
DEVIATION LABELING AND REPACKING,3.5,OCOSPRAVO-CA,6559,Colavita Spray Avocado Oil 6x148ml,Colavita Italy_Oil,Label,0,0,0,0,0,,105,105,105,105,105,105,0,,,,,- None -,,- None -,- None -,1270,g,.0038502,105,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Spray Avocado Oil 6x148ml,CLAVSR148C6CAN,18.60,.000023,.0000155,.0000108,23,15.5,10.8,365,240,,4,60,- None -,Pantry,Specialty Oils,6,Retail,10039153431048,Yes,Yes,No,0,98,,,1,,
- None -,3.5,VLONGOSBALS04-CA,3545,Longos Curato Balsamic Vinegar Gold 6x250ml,Colavita_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,0,,,,,- None -,,- None -,- None -,3885,g,.00060724,,Admin Portal,Longos,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Longos Curato Balsamic Vinegar Gold 6x250ml,LNBALMVI250C6USA,21.48,.0000136,.0000047,.0000095,13.6,4.7,9.5,1821,224,,7,32,- None -,Pantry,Balsamic Vinegar,6,Private Label - Longos,10772468023613,Yes,Yes,No,0,450,,,300,,
- None -,3.5,SACOLPASS-CA,7201,Colavita Passata 6x680ml,Colavita Italy_Other,Active,0,0,0,0,0,,2792,2792,2792,2792,2792,2792,0,,,,,- None -,,- None -,- None -,6320,g,,2792,Admin Portal,Colavita,Canned and Jarred,679,COLPOM Colavita Spa,Salerno,Colavita Passata 6x680ml,CLPOPAS BP700V6 CAN,12.08,,,,,,,1095,174,,6,29,- None -,Pantry,Tomatoes and Paste,6,Retail,- None -,Yes,Yes,No,0,,,,3830,,
- None -,3.5,OCOGRAPE01-CA,1158,Colavita Oil GRAPESEED 6x750ml,Colavita Italy_Oil,Do not Order,0,0,0,0,0,,88,88,88,88,88,88,0,,,,,- None -,,- None -,- None -,7094,g,.016715664,,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita Oil Grapeseed 6x750ml,CLVITM750C6CAN,17.70,.0000276,.0000294,.0000206,27.6,29.4,20.6,,120,,6,20,- None -,Pantry,Nut and Seed Oils,6,Retail,10039153100999,No,No,No,0,167,,191,1,,
- None -,3.5,OCOXVLEM-CA,1175,Colavita EV Olive Oil Lemon 6x250ml (Timeless),Colavita Italy_Oil,Active,0,0,0,0,0,,85,85,85,85,85,85,0,,,,,- None -,,- None -,- None -,3090,g,.006573696,85,Admin Portal,Colavita,"Oil, Vinegars and Cooking Wine",679,COLPOM Colavita Spa,Salerno,Colavita EV Olive Oil Lemon 6x250ml (Timeless),CLLIMTM250C6CAN,14.70,.0000204,.0000212,.0000152,20.4,21.2,15.2,730,238,,7,34,- None -,Pantry,Infused Oils,6,Retail,10039153100258,Yes,Yes,Yes,0,430,,,160,,
