Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,PAT032-DR-CA,3980,La Molisana Mezzi Rigatoni #32 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,2347,2347,2347,2347,2347,2347,0,,,,,- None -,1300,- None -,- None -,6050,g,.02542176,2338,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Mezzi Rigatoni #32 12x450g,17010184032,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,64,,8,8,- None -,Pantry,Short Cuts,12,Retail,20779921000324,Yes,Yes,Yes,- None -,0,6069,9,,48,1000,,
Label Current stock/Sell/Make Inactive,3.5,PAT341-FS-CA,3515,La Molisana Cavatappi Bulk #341 2x10lb (Box),L.M._Pasta Bulk,Do not Order,0,0,0,0,0,,,189.5,189.5,189.5,189.5,189.5,189.5,0,,,,,- None -,,- None -,- None -,9730,g,.02884385,189.5,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Cavatappi Bulk #341 2x10lb (Box),1460315034,11.338,.0000193,.0000305,.000049,19.3,30.5,49,1095,56,,7,8,- None -,Food Service,Short Cuts,2,Retail,10037212503415,Yes,No,No,- None -,0,619,,,,1000,,
- None -,3.5,PAT016-DR18-CA,3993,La Molisana Spaghettini #16 18x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,3170,3170,3170,3170,3170,3170,0,1008,1008,4/30/2026,,- None -,1008,- None -,- None -,8650,g,.01175805,3140,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Spaghettini #16 18x450g,17010183016,10.125,.0000159,.000029,.0000255,15.9,29,25.5,1095,112,,4,28,- None -,Pantry,Long Cuts,18,Retail,50779921000165,Yes,Yes,Yes,- None -,0,9882,30,,84,1000,,
- None -,3.5,PRM204-DR-CA,4019,La Molisana Fettuccine Egg #204 12x250g,L.M._Pasta Egg,Active,0,0,0,0,0,,,570,570,570,570,570,570,0,250,250,4/23/2026,,- None -,250,- None -,- None -,4060,g,.0282,567,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Fettuccine Egg #204 12x250g,17440238204,7.394,.0000235,.00006,.00002,23.5,60,20,730,60,,6,10,- None -,Pantry,Premium Nests,12,Retail,20779921002045,Yes,Yes,Yes,- None -,0,1826,3,,20,1000,,
- None -,3.5,PAT015-DR18-CA,3992,La Molisana Spaghetti #15 18x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,6524,6524,6524,6524,6524,6524,0,3638,672,4/12/2026,,- None -,4104,- None -,- None -,8600,g,.01175805,6487,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Spaghetti #15 18x450g,17010183015,10.125,.0000159,.000029,.0000255,15.9,29,25.5,1095,112,,4,28,- None -,Pantry,Long Cuts,18,Retail,50779921000158,Yes,Yes,Yes,- None -,0,22413,37,,224,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PAG028-GF-CA,6192,La Molisana Gluten Free Fusilli #28 14x400g,L.M._Pasta Gluten free,Label,0,0,0,0,0,,,504,504,504,504,504,504,0,,,,,- None -,,- None -,- None -,6090,g,.026224,181,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Gluten Free Fusilli #28 14x400g,13090879028,17.36,.000022,.00004,.0000298,22,40,29.8,1095,50,,5,10,- None -,Pantry,Short Cuts,14,Retail,18004690470043,Yes,Yes,Yes,- None -,0,1385,4,,,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PAT015-GLUTEN-CA,4040,La Molisana Gluten Free Spaghetti #15 12x400g,L.M._Pasta Gluten free,Label,0,0,0,0,0,,,205,205,205,205,205,205,0,252,252,4/30/2026,,- None -,452,- None -,- None -,5250,g,.0089958,203,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Gluten Free Spaghetti #15 12x400g,13090878015,14.88,.000029,.000022,.0000141,29,22,14.1,1095,205,,5,41,- None -,Pantry,Long Cuts,12,Retail,18004690470029,Yes,Yes,Yes,- None -,0,1918,2,,,1000,,
- None -,3.5,PAT006-DR18-CA,3978,La Molisana Linguine #6 18x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,1413,1413,1413,1413,1413,1413,0,3584,784,4/23/2026,,- None -,4584,- None -,- None -,8830,g,.011671554,1380,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Linguine #6 18x450g,17010183006,10.125,.0000159,.0000289,.0000254,15.9,28.9,25.4,1095,112,,4,28,- None -,Pantry,Long Cuts,18,Retail,50779921000066,Yes,Yes,Yes,- None -,0,11978,33,,84,1000,,
CONVERT TO COMPLIANT CAD PACK - LABEL UNIT AND CASE,3.5,PRM204-DR-IT,7309,La Molisana Fettuccine Egg #204 12x250g,L.M._Pasta Egg,Part,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,4060,g,.0282,,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Fettuccine Egg #204 12x250g,17440238204,7.394,.0000235,.00006,.00002,23.5,60,20,,60,,6,10,- None -,Pantry,Premium Nests,12,Retail,- None -,No,Yes,No,- None -,0,1826,,,,500,,
- None -,3.5,PAT022A-DR-CA,3982,La Molisana Penne Mezze Ziti Rigate #22A 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,942,942,942,942,942,942,0,840,840,5/23/2026,,- None -,1000,- None -,- None -,5960,g,.01512,941,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Penne Mezze Ziti Rigate #22A 12x450g,17010184022,6.75,.000018,.000021,.00004,18,21,40,1095,84,,6,14,- None -,Pantry,Short Cuts,12,Retail,20779921001222,Yes,Yes,Yes,- None -,0,5196,1,,,1000,,
ORDER IN 24/500GR - DEVIATE LABEL/REPACK,3.5,PAR108-DR-CA,4008,La Molisana Fusilli Corti Bucati #108 12x450g,L.M._Pasta Speciali,Label,0,0,0,0,0,,,6,6,6,6,6,6,0,300,300,5/23/2026,,- None -,300,- None -,- None -,5950,g,.017834916,2,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Fusilli Corti Bucati #108 12x450g,17010184108,6.75,.0000173,.0000242,.0000426,17.3,24.2,42.6,1095,90,,9,10,- None -,Pantry,Premium Short Cuts,12,Retail,20779921011085,Yes,Yes,No,- None -,0,1662,4,,,1000,,
- None -,3.5,PAT022-DR-CA,3983,La Molisana Penne Mezzi Ziti #22 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,300,300,670,670,670,670,670,670,0,1568,,,,- None -,1784,- None -,- None -,5800,g,.01512,664,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Penne Mezzi Ziti #22 12x450g,17010184035,6.75,.000018,.000021,.00004,18,21,40,1095,84,,6,14,- None -,Pantry,Short Cuts,12,Retail,20779921000225,Yes,Yes,Yes,- None -,0,4132,6,300,,1000,,
USE TO BUILD 12/450G PACKS,3.5,PAT064-DR-EA,7321,La Molisana Peperini #64 450g (each),L.M._Pasta Traditional,Part,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,,- None -,,,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Peperini #64 450g (each) ,- None -,.00,,,,,,,1095,,,,,- None -,Pantry,Soup Cuts,1,Retail,- None -,No,No,No,- None -,0,4378,,,,,,
Label Current stock/Sell/Make Inactive,3.5,PAT054-ORG-CA,4026,La Molisana Organic Lumache Rigate # 54 10x500g,L.M._Pasta Organic,Active,0,0,0,0,0,57,57,57,57,57,57,57,57,0,,,,,- None -,280,- None -,- None -,5520,g,.017097472,57,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Organic Lumache Rigate # 54 10x500g,13041409054,7.75,.0000188,.0000232,.0000392,18.8,23.2,39.2,1095,60,,6,10,- None -,Pantry,Short Cuts,10,Retail,28004690420540,Yes,Yes,Yes,- None -,0,703,,57,,1000,,
Label Current stock/Sell/Make Inactive,3.5,PAT020-ORG-CA,4027,La Molisana Organic Penne #20 10x500g,L.M._Pasta Organic,Active,0,0,0,0,0,43,43,43,43,43,43,43,43,0,28,28,4/30/2026,,- None -,100,- None -,- None -,5470,g,.01711851,43,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Organic Penne #20 10x500g,13041409020,7.75,.0000186,.0000233,.0000395,18.6,23.3,39.5,1095,60,,6,10,- None -,Pantry,Short Cuts,10,Retail,28004690420205,Yes,Yes,Yes,- None -,0,280,,43,,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PAT066-FS-CA,3518,La Molisana Farfalle Bulk #66 2x10lb (Box),L.M._Pasta Bulk,Label,0,0,0,0,0,,,2,2,2,2,2,2,0,315,105,4/18/2026,,- None -,465,- None -,- None -,9800,g,.03103905,2,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Farfalle Bulk #66 2x10lb (Box),01460315066,11.791,.0000205,.000049,.0000309,20.5,49,30.9,1095,56,,7,8,- None -,Food Service,Short Cuts,2,Retail,10037212506607,Yes,Yes,Yes,- None -,0,1707,,,,1000,,
- None -,3.5,PAT021A-DR-CA,3986,La Molisana Pennoni Lisci #21A 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,2036,2036,2036,2036,2036,2036,0,960,960,5/16/2026,,- None -,960,- None -,- None -,6020,g,.02542176,2024,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Pennoni Lisci #21A 12x450g,17010184033,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,48,,6,8,- None -,Pantry,Short Cuts,12,Retail,20779921001215,Yes,Yes,Yes,- None -,0,3898,12,,48,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PALAT071-CA,3990,La Molisana Rotelle #71 24x500g,L.M._Pasta Speciali,Label,0,0,0,0,0,,,268,268,268,268,268,268,0,,,,,- None -,,- None -,- None -,12710,g,.0366282,70,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Rotelle #71 24x500g,15010131071,15.00,.0000285,.000054,.0000238,28.5,54,23.8,1095,45,,5,9,- None -,Pantry,Short Cuts,24,Retail,28004690057104,Yes,Yes,No,- None -,0,727,3,,,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PALAT077-CA,4011,La Molisana Mafalda Corta #77 24x500g,L.M._Pasta Speciali,Label,0,0,0,0,0,,,448,448,448,448,448,448,0,,,,,- None -,255,- None -,- None -,13050,g,.052038,190,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Mafalda Corta #77 24x500g,15010131077,15.00,.0000315,.000059,.000028,31.5,59,28,1095,32,,4,8,- None -,Pantry,Premium Short Cuts,24,Retail,18004690057701,Yes,Yes,No,- None -,0,1371,3,,255,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PAB028-CA,6898,La Molisana Lupini Fusilli 12x400g,L.M._Pasta Speciali,Label,0,0,0,0,0,60,60,441,441,441,441,441,441,0,,,,,- None -,,- None -,- None -,5600,g,.018987615,76,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Lupini Fusilli 12x400g,12911278028,11.40,.0000173,.0000405,.0000271,17.3,40.5,27.1,1095,50,,5,10,- None -,Pantry,Bean Pasta,12,Retail,18004690480288,Yes,Yes,Yes,- None -,0,118,5,60,,1000,,
CONVERT TO 12/450GR - LABEL/REPACK,3.5,PAT064-DR24-CA,7320,La Molisana Peperini #64 24x500g,L.M._Pasta Traditional,Part,0,0,0,0,0,,,,,,,,,0,168,168,4/18/2026,,- None -,168,- None -,- None -,,- None -,,,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Peperini #64 24x500g,02010101064,15.00,,,,,,,1095,,,,,- None -,Pantry,Soup Cuts,24,Retail,- None -,No,Yes,No,- None -,0,4378,,,,,,
USE TO BUILD 12/450G PACKS,3.5,PAR002-DR-EA,7306,La Molisana Fettucce Ricce #2 450g (each),L.M._Pasta Speciali,Part,0,0,0,0,0,,,6,6,6,6,6,6,0,,,,,- None -,,- None -,- None -,,- None -,,6,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Fettucce Ricce #2 450g (each),- None -,.00,,,,,,,,,,,,- None -,Pantry,Premium Long Cuts,1,Retail,- None -,No,No,No,- None -,0,1144,,,,,,
- None -,3.5,PAT017-DR18-CA,3970,La Molisana Capellini #17 18x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,1216,1216,1216,1216,1216,1216,0,2,,,,- None -,1450,- None -,- None -,8440,g,.0115275,1210,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Capellini #17 18x450g,17010183017,10.125,.0000159,.000029,.000025,15.9,29,25,1095,112,,4,28,- None -,Pantry,Long Cuts,18,Retail,50779921000172,Yes,Yes,Yes,- None -,0,3584,6,,448,1000,,
- None -,3.5,PAT020-DR-CA,3985,La Molisana Penne Ziti Rigate #20 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,2901,2901,2901,2901,2901,2901,0,6839,178,4/12/2026,,- None -,9761,- None -,- None -,5920,g,.017576336,2872,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Penne Ziti Rigate #20 12x450g,17010184020,6.75,.0000172,.0000236,.0000433,17.2,23.6,43.3,1095,90,,9,10,- None -,Pantry,Short Cuts,12,Retail,20779921000201,Yes,Yes,Yes,- None -,0,27757,29,,240,1000,,
DEVIATION LABEL UNIT/CASE FOR COMPLIANCE,3.5,PAG020-GF-CA,6191,La Molisana Gluten Free Penne Ziti Rigate#20 14x400g,L.M._Pasta Gluten free,Label,0,0,0,0,0,,,266,266,266,266,266,266,0,288,144,4/30/2026,,- None -,438,- None -,- None -,6390,g,.0198594,2,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Gluten Free Penne Ziti Rigate#20 14x400g,13090879020,17.36,.000017,.0000396,.0000295,17,39.6,29.5,1095,60,,6,10,- None -,Pantry,Short Cuts,14,Retail,18004690470036,Yes,Yes,Yes,- None -,0,2152,120,,,1000,,
- None -,3.5,PAT021-DR-CA,3987,La Molisana Pennoni Rigati #21 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,300,300,1515,1515,1515,1515,1515,1515,0,1920,384,4/23/2026,,- None -,2085,- None -,- None -,6020,g,.02542176,1493,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Pennoni Rigati #21 12x450g,17010184021,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,48,,6,8,- None -,Pantry,Short Cuts,12,Retail,20779921000218,Yes,Yes,Yes,- None -,0,7020,22,300,,1000,,
- None -,3.5,PAT059-DR-CA,3995,La Molisana Stelline #59 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,1914,1914,1914,1914,1914,1914,0,1067,107,5/16/2026,,- None -,1300,- None -,- None -,5720,g,.010374,1899,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Stelline #59 12x450g,17010184059,6.75,.0000182,.000019,.00003,18.2,19,30,1095,120,,6,20,- None -,Pantry,Soup Cuts,12,Retail,20779921000591,Yes,Yes,Yes,- None -,0,6848,15,,,1000,,
- None -,3.5,PAT066-DR-CA,3976,La Molisana Farfalle 'Bow Ties' #66 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,8278.32,8278.32,8278.32,8278.32,8278.32,8278.32,0,1488,1200,5/16/2026,,- None -,5000,- None -,- None -,5980,g,.02141073,8262.32,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Farfalle 'Bow Ties' #66 12x450g,17010184066,7.02,.0000165,.0000267,.0000486,16.5,26.7,48.6,1095,72,,9,8,- None -,Pantry,Short Cuts,12,Retail,20779921000669,Yes,Yes,Yes,- None -,0,31249,16,,240,1000,,
DEVIATION LABELING AND REPACKING,3.5,PATW066-DR-CA,4014,La Molisana Whole Wheat Farfalle #66 12x500g,L.M._Pasta Whole Wheat,Do not Order,0,0,0,0,0,,,198,198,198,198,198,198,0,,,,,- None -,,- None -,- None -,6580,g,.0224504,89,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Whole Wheat Farfalle #66 12x500g,13031310066,8.10,.0000211,.00004,.0000266,21.1,40,26.6,1095,63,,7,9,- None -,Pantry,Short Cuts,12,Retail,38004690616605,Yes,No,Yes,- None -,0,618,1,,,1000,,
- None -,3.5,PAT045-DR-CA,3973,La Molisana Ditali #45 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,1490,1490,1490,1490,1490,1490,0,924,924,5/16/2026,,- None -,1000,- None -,- None -,5880,g,.01512,1466,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Ditali #45 12x450g,17010184045,6.75,.000018,.000021,.00004,18,21,40,1095,84,,6,14,- None -,Pantry,Short Cuts,12,Retail,20779921000454,Yes,Yes,Yes,- None -,0,5778,24,,,1000,,
ORDER IN 500GR - DEVIATE LABEL/REPACK,3.5,PAT061-DR-CA,3991,La Molisana Semi Di Melone #61 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,111.004,111.004,111.004,111.004,111.004,111.004,111.004,111.004,0,1920,960,5/6/2026,,- None -,1920,- None -,- None -,5760,g,.010374,111.004,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Semi Di Melone #61 12x450g,17010184061,6.75,.0000182,.000019,.00003,18.2,19,30,1095,120,,6,20,- None -,Pantry,Soup Cuts,12,Retail,20779921000614,Yes,Yes,Yes,- None -,0,3373,,111.004,1,2500,,
CONVERT TO COMPLIANT CAD 500G PACK - LABEL UNIT AND CASE,3.5,PATGI061-IT,7226,La Molisana Grano Italiano Semi Di Melone #61 24x500g,L.M._Pasta Grano Italiano,Part,0,0,0,0,0,,,168,168,168,168,168,168,0,,,,,- None -,,- None -,- None -,553.3,lb,.019305,,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Grano Italiano Semi Di Melone #61 24x500g  ,2010101061,15.00,.00003,.0000195,.000033,30,19.5,33,,42,42,,,- None -,Pantry,Short Cuts,24,Retail,1.80E+13,No,Yes,No,- None -,0,1662,,,,,,
- None -,3.5,PAT065-DR-CA,3981,La Molisana Orzo #65 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,2783,2783,2783,2783,2783,2783,0,960,,,,- None -,1000,- None -,- None -,5660,g,.010374,2756,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Orzo #65 12x450g,17010184065,6.75,.0000182,.000019,.00003,18.2,19,30,1095,120,,6,20,- None -,Pantry,Soup Cuts,12,Retail,10037212600015,Yes,Yes,Yes,- None -,0,8932,27,,,1000,,
- None -,3.5,PAT031-DR-CA,3989,La Molisana Rigatoni #31 12x450g,L.M._Pasta Traditional,Active,0,0,0,0,0,,,2548,2548,2548,2548,2548,2548,0,3810,424,4/18/2026,,- None -,7886,- None -,- None -,6110,g,.02542176,2517,Admin Portal,La Molisana,Pasta,1041,LA MOLISANA * La Molisana Industrie Alimentari Spa,Salerno,La Molisana Rigatoni #31 12x450g,17010184031,6.75,.0000182,.0000291,.000048,18.2,29.1,48,1095,64,,8,8,- None -,Pantry,Short Cuts,12,Retail,20779921000317,Yes,Yes,Yes,- None -,0,17207,31,,144,1000,,
- None -,3.5,PASPT04-CA,4033,Vita Sana Spelt Spaghetti 12x450g,Andalini,Active,0,0,0,0,0,,,178,178,178,178,178,178,0,,,,,- None -,,- None -,- None -,5650,g,.009004875,178,Admin Portal,Vita Sana,Pasta,1043,LA SOVRANA Pastificio La Sovrana Di Puglia,Salerno,Vita Sana Spelt Spaghetti 12x450g,VS003#6F451612,11.76,.0000185,.0000295,.0000165,18.5,29.5,16.5,1095,162,,6,27,- None -,Pantry,Spelt Pasta,12,Retail,10779921015048,Yes,Yes,Yes,- None -,0,963,,,,300,,
- None -,3.5,PASPT01-CA,4032,Vita Sana Spelt Penne 12x450g,Andalini,Active,0,0,0,0,0,,,69,69,69,69,69,69,0,404,,,,- None -,404,- None -,- None -,5870,g,.0216117,68,Admin Portal,Vita Sana,Pasta,1043,LA SOVRANA Pastificio La Sovrana Di Puglia,Salerno,Vita Sana Spelt Penne 12x450g,VS065#6F450112,11.76,.0000185,.0000295,.0000396,18.5,29.5,39.6,1095,60,,6,10,- None -,Pantry,Spelt Pasta,12,Retail,10779921015031,Yes,Yes,Yes,- None -,0,746,1,,,300,,
Do Not Reorder - Sell through/Make Inactive,3.5,PASPT03-CA,4034,Vita Sana Spelt Tortiglioni (Elicoidali) 12x450g,Andalini,Do not Order,0,0,0,0,0,,,120,120,120,120,120,120,0,,,,,- None -,,- None -,- None -,5820,g,.0216117,120,Admin Portal,Vita Sana,Pasta,1043,LA SOVRANA Pastificio La Sovrana Di Puglia,Salerno,Vita Sana Spelt Tortiglioni (Elicoidali) 12x450g,VS059#6F450112,11.76,.0000185,.0000295,.0000396,18.5,29.5,39.6,1095,60,,6,10,- None -,Pantry,Spelt Pasta,12,Retail,10779921015093,Yes,No,No,- None -,0,488,,,,300,,
- None -,3.5,PASPT02-CA,4031,Vita Sana Spelt Fusilli 12x450g,Andalini,Active,0,0,0,0,0,63,63,98,98,98,98,98,98,0,300,,,,- None -,300,- None -,- None -,5810,g,.0216117,97,Admin Portal,Vita Sana,Pasta,1043,LA SOVRANA Pastificio La Sovrana Di Puglia,Salerno,Vita Sana Spelt Fusilli 12x450g,VS073#6F450112,11.76,.0000185,.0000295,.0000396,18.5,29.5,39.6,1095,60,,6,10,- None -,Pantry,Spelt Pasta,12,Retail,10779921015062,Yes,Yes,Yes,- None -,0,858,1,63,,300,,
Do Not Reorder - Sell through/Make Inactive,3.5,PASPT06-CA,4029,Vita Sana Spelt Cavatappi #70 12x450g,Andalini,Do not Order,0,0,0,0,0,,,255,255,255,255,255,255,0,,,,,- None -,,- None -,- None -,5840,g,.0216117,255,Admin Portal,Vita Sana,Pasta,1043,LA SOVRANA Pastificio La Sovrana Di Puglia,Salerno,Vita Sana Spelt Cavatappi #70 12x450g,VS070#6F450112,11.76,.0000185,.0000295,.0000396,18.5,29.5,39.6,1095,60,,6,10,- None -,Pantry,Spelt Pasta,12,Retail,10779921015116,Yes,No,No,- None -,0,290,,,,300,,
- None -,3.5,COFGIO03-CA,3479,Gioia Espresso Coffee Beans 12x1Kg,Labcaffe,Active,0,0,0,0,0,,,167,167,167,167,167,167,0,180,180,4/30/2026,,- None -,180,- None -,- None -,12820,g,.041491224,167,Admin Portal,Gioia,Coffee,1044,LABCAF Labcaffe Srl,Salerno,Gioia Espresso Coffee Beans 12x1Kg,003,106.80,.0000366,.0000282,.0000402,36.6,28.2,40.2,730,40,40,4,10,- None -,Drinks,Whole Beans,12,Retail,10779921572008,Yes,Yes,Yes,- None -,0,1062,,,,60,,
- None -,3.5,COFGIO02-12PK-CA,3480,Gioia Espresso Coffee Gold 12x250g,Labcaffe,Active,0,0,0,0,0,,,553,553,553,553,553,553,0,939,234,4/30/2026,,- None -,939,- None -,- None -,3140,g,.006292,551,Admin Portal,Gioia,Coffee,1044,LABCAF Labcaffe Srl,Salerno,Gioia Espresso Coffee Gold 12x250g,301,27.00,.0000143,.000025,.0000176,14.3,25,17.6,730,180,125,10,18,- None -,Drinks,Ground Coffee,12,Retail,20779921571008,Yes,Yes,Yes,- None -,0,2034,2,,,234,,
- None -,3.5,COFGIO01-12PK-CA,3481,Gioia Espresso Coffee White 12x250g,Labcaffe,Active,0,0,0,0,0,,,1165,1165,1165,1165,1165,1165,0,468,234,4/30/2026,,- None -,944,- None -,- None -,3140,g,.006292,1157,Admin Portal,Gioia,Coffee,1044,LABCAF Labcaffe Srl,Salerno,Gioia Espresso Coffee White 12x250g,101,22.80,.0000143,.000025,.0000176,14.3,25,17.6,730,180,125,10,18,- None -,Drinks,Ground Coffee,12,Retail,20779921570001,Yes,Yes,Yes,- None -,0,6089,8,,,234,,
- None -,3.5,COFGIO-CAP CLASSIC-CA,1535,Gioia Espresso Classic Capsules 100 Per Case,Labcaffe,Active,0,0,0,0,0,,,,,,,,,0,,,,,- None -,50,- None -,- None -,1510,g,.01552908,,Admin Portal,Gioia,Coffee,1044,LABCAF Labcaffe Srl,Salerno,Gioia Espresso Classic Capsules 100 Per Case,361,12.00,.0000278,.0000285,.0000196,27.8,28.5,19.6,730,100,,2,50,- None -,Drinks,Coffee Pods,,Retail,8007387003619,Yes,Yes,No,- None -,0,33,,,,40,,
- None -,3.5,BRLF108-CA,3869,Vita Sana Breadsticks Sesame Bulk 12x400g,La Mole,Active,0,0,0,0,0,,,253,253,253,253,253,253,0,245,,,,- None -,245,- None -,- None -,5920,g,.044811,236,Admin Portal,Vita Sana,"Crackers, Cookies, Snacks",1049,LAMOLE F.Lli Milan Srl - MOLE,Salerno,Vita Sana Breadsticks Sesame Bulk 12x400g,VS400SES,15.57,.00003,.000039,.0000383,30,39,38.3,365,40,42,4,10,- None -,Pantry,Breadsticks,12,Retail,10779921200246,Yes,Yes,No,- None -,0,2531,17,,,245,,
