Purchase Memo,Recom. Qty,Item Name,Item ID,Display Name,Reorder Vendor Group,Item Status,30 Days,60 Days,90 Days,120 Days,4 Month Average,Availble to Promise,Qty Reserved,On Hand Available (Good),On Hand Deviated,On Hand Inspection,On Hand Label,On Hand Hold,On Hand Total (Good + Deviated),On Hand Total (Months),In Transit,Next Arrival Qty,Next Arrival Date,On Hand Total + In Transit,On Hand Total + Transit (Months),On Order (TO SHIP),Total Stock,Total Stock [Months],Item Weight,Item Weight Units,Maximum of Item Cubic Space,Total Available ,Admin Portal,Brand,Product Category,Vendor ID,Preferred Vendor,P.O.L,Item Description,Vendor Item #,Minimum of Vendor Price,Item Height1,Item Width1,Item Depth1,Item Height,Item Width,Item Depth,Item Shelf,Pallet QTY - NA,Pallet QTY - Euro,HI,TI,Planner ,Department,Product Sub Category,Item - Inner Qty,Product Type,UPC Code,Available for Sale,Available for purchase,LCL Listed,4-Month Qty Sold (LCL),4-Month Total Quantity Sold,Previous Year QTY Sold,Qty Committed,Qty Committed Reserved,Qty Back Ordered,Preferred Vendor Min Qty,Minimum Monthly Qty,Minimum Stock
- None -,3.5,BRFB003-CA,3442,Farm Boy Artisanal Grissini Garlic & Hot Pepper 20x250g,Larte Dei Sapori_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,11400,g,.001794972375,,Admin Portal,Farm Boy,"Crackers, Cookies, Snacks",1055,LARTE DEI SAPORI L Arte Dei Sapori Sas,Salerno,Farm Boy Artisanal Grissini Garlic & Hot Pepper 20x250g,BRFB003-CA,15.60,.00000965,.00001181,.00001575,9.65,11.81,15.75,365,64,,8,8,- None -,Pantry,Breadsticks,20,Private Label - FB,- None -,Yes,Yes,No,- None -,0,189,,,,50,,
- None -,3.5,BRFB001-CA,3443,Farm Boy Artisanal Grissini Traditional 20x250g,Larte Dei Sapori_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,11400,g,.001794972375,,Admin Portal,Farm Boy,"Crackers, Cookies, Snacks",1055,LARTE DEI SAPORI L Arte Dei Sapori Sas,Salerno,Farm Boy Artisanal Grissini Traditional 20x250g,BRFB001-CA,15.60,.00000965,.00001181,.00001575,9.65,11.81,15.75,365,,64,,,- None -,Pantry,Breadsticks,20,Private Label - FB,- None -,Yes,Yes,No,- None -,0,228,,,,80,,
- None -,3.5,BRFB002-CA,3441,Farm Boy Artisanal Grissini Fennel 20x250g,Larte Dei Sapori_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,11400,g,.001794972375,,Admin Portal,Farm Boy,"Crackers, Cookies, Snacks",1055,LARTE DEI SAPORI L Arte Dei Sapori Sas,Salerno,Farm Boy Artisanal Grissini Fennel 20x250g,BRFB002-CA,15.60,.00000965,.00001181,.00001575,9.65,11.81,15.75,365,64,,8,8,- None -,Pantry,Breadsticks,20,Private Label - FB,- None -,Yes,Yes,No,- None -,0,176,,,,80,,
- None -,3.5,FBTRUF01-CA,3455,Farm Boy Truffle Flavoured Grapedseed Oil 12x100ml,Le Ife_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,3000,g,.0070144064055,,Admin Portal,Farm Boy,"Oil, Vinegars and Cooking Wine",1060,LE IFE Tartufi Le Ife Srl,Salerno,Farm Boy Truffle Flavoured Grapedseed Oil 12x100ml,97,42.84,.000023495,.00001501,.00001989,23.495,15.01,19.89,365,180,,6,30,- None -,Pantry,Infused Oils,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,150,,,,60,,
Do Not Reorder - Sell through/Make Inactive,3.5,VSHON500A-T-CA,6430,Vita Sana Honey (Truffle) 6x500g,La Ife,Do not Order,0,0,0,0,0,,,7,7,7,7,7,7,0,,,,,- None -,,- None -,- None -,3360,g,.0084375,7,Admin Portal,Vita Sana,Condiments and Toppings,1060,LE IFE Tartufi Le Ife Srl,Salerno,Vita Sana Honey (Truffle) 6x500g,4586,261.60,.0000125,.00003,.0000225,12.5,30,22.5,547,100,,2,50,- None -,Food Service,Jams and Spreads,6,Retail,10779921106685,Yes,No,No,- None -,0,20,,,,1,,
- None -,3.5,FBTRUF02-CA,3456,Farm Boy Truffle Flavoured Sea Salts 12x100ml,Le Ife_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,50,50,4/12/2026,,- None -,50,- None -,- None -,4000,g,.0070144064055,,Admin Portal,Farm Boy,Herbs Spices and Sauces,1060,LE IFE Tartufi Le Ife Srl,Salerno,Farm Boy Truffle Flavoured Sea Salts 12x100ml,2353,39.816,.000023495,.00001501,.00001989,23.495,15.01,19.89,547,270,,9,30,- None -,Pantry,Salt and Peppers,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,100,,,50,50,,
- None -,3.5,FPVA070-CA,3452,Farm Boy Muffuletta Mild 12x500g,Livabec_PL Farm Boy,Active - PL,0,0,0,0,0,,,204,204,204,204,204,204,0,,,,,- None -,,- None -,- None -,5680,g,.01126594521,,Admin Portal,Farm Boy,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Farm Boy Muffuletta Mild 12x500g,FBMUFM500,31.00,.00001651,.00002286,.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,650,204,,,1500,,
- None -,3.5,FPVA056-CA,3660,R.M. Eggplant Mild In Oil 2x4L,Livabec,Active,0,0,0,0,0,,,122,122,122,122,122,122,0,,,,,- None -,,- None -,- None -,10150,g,.013695,121,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Mild In Oil 2x4L,MOLME4L,38.00,.000025,.000033,.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,10779921320302,Yes,Yes,Yes,- None -,0,361,1,,,300,,
- None -,3.5,FPVA055-CA,3657,R.M. Eggplant Hot In Oil 2x4L,Livabec,Active,0,0,0,0,0,,,204,204,204,204,204,204,0,,,,,- None -,,- None -,- None -,10260,g,.013695,144,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Hot In Oil 2x4L,MOLHE4L,38.00,.000025,.000033,.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,10779921310303,Yes,Yes,No,- None -,0,619,60,,,300,,
- None -,3.5,FPVA375-CA,3673,R.M. Muffuletta Mild 2x4L,Livabec,Active,0,0,0,0,0,,,153,153,153,153,153,153,0,,,,,- None -,,- None -,- None -,10548,g,.013695,153,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Mild 2x4L,MOLMUFM4L,45.75,.000025,.000033,.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,10779921310105,Yes,Yes,Yes,- None -,0,656,,,,300,,
- None -,3.5,FPVA022-CA,3656,R.M. Eggplant Hot In Oil 12x375ml,Livabec,Active,0,0,0,0,0,,,697,697,697,697,697,697,0,,,,,- None -,,- None -,- None -,6980,g,.008398247,692,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Hot In Oil 12x375ml,MOLHE375,22.00,.0000143,.0000281,.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921310235,Yes,Yes,Yes,- None -,0,1541,5,,,1500,,
- None -,3.5,FPVA059-CA,3642,R.M. Antipasto (Giardiniera) Hot 12x375ml,Livabec,Active,0,0,0,0,0,,,1169,1169,1169,1169,1169,1169,0,,,,,- None -,,- None -,- None -,7050,g,.008398247,1168,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Antipasto (Giardiniera) Hot 12x375ml,MOLHA375,22.00,.0000143,.0000281,.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921371007,Yes,Yes,Yes,- None -,0,2080,1,,,1500,,
- None -,3.5,FPVA069B-CA,3553,Longos Muffuletta Mild 12x500ml,Livabec_PL Longos,Active - PL,0,0,0,0,0,,,116,116,116,116,116,116,0,,,,,- None -,,- None -,- None -,5680,g,.01126594521,116,Admin Portal,Longos,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Longos Muffuletta Mild 12x500ml,LONMUFM500,31.70,.00001651,.00002286,.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - Longos,10772468025006,Yes,Yes,No,- None -,0,1305,,,,1500,,
- None -,3.5,FPVA030-CA,3676,R.M. Mushrooms Hot In Oil 12x250ml,Livabec,Active,0,0,0,0,0,,,198,198,198,198,198,198,0,,,,,- None -,,- None -,- None -,5020,g,.006161915,197,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Hot In Oil 12x250ml,MOLHM250,24.50,.0000089,.0000305,.0000227,8.9,30.5,22.7,728,192,,12,16,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921320013,Yes,Yes,Yes,- None -,0,2480,1,,,1500,,
- None -,3.5,FPVA070C-CA,6620,Longos Curato Hot Sliced Peppers 12x250ml,Livabec_PL Longos,Active - PL,0,0,0,0,0,,,1,1,1,1,1,1,0,,,,,- None -,,- None -,- None -,5316,g,.009729192,1,Admin Portal,Longos,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Longos Curato Hot Sliced Peppers 12x250ml,LONHSP250,22.75,.0000137,.0000269,.0000264,13.7,26.9,26.4,730,250,,10,25,- None -,Pantry,Pickles and Antipasto,12,Private Label - Longos,10772468045424,Yes,Yes,No,- None -,0,0,,,,200,,
- None -,3.5,FPVA024-CA,3658,R.M. Eggplant Hot In Oil 12x750ml,Livabec,Active,0,0,0,0,0,,,285,285,285,285,285,285,0,,,,,- None -,,- None -,- None -,13110,g,.01574496,284,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Hot In Oil 12x750ml,MOLHE750,38.00,.0000168,.0000355,.0000264,16.8,35.5,26.4,730,77,,7,11,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921310266,Yes,Yes,Yes,- None -,0,2212,1,,,1000,,
- None -,3.5,FPVA031-CA,3679,R.M. Mushrooms Mild In Oil 12x250ml,Livabec,Active,0,0,0,0,0,,,763,763,763,763,763,763,0,,,,,- None -,,- None -,- None -,5080,g,.006161915,633,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Mild In Oil 12x250ml,MOLMM250,24.50,.0000089,.0000305,.0000227,8.9,30.5,22.7,728,192,,12,16,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921320012,Yes,Yes,Yes,- None -,0,2198,2,,,1500,,
- None -,3.5,FPVA065A-CA,3674,R.M. Muffuletta Mild 12x500ml,Livabec,Active,0,0,0,0,0,,,1412.16,1412.16,1412.16,1412.16,1412.16,1412.16,0,,,,,- None -,,- None -,- None -,9000,g,.0108,1409.16,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Mild 12x500ml,MOLMUFM500,31.00,.000016,.00003,.0000225,16,30,22.5,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921372011,Yes,Yes,Yes,- None -,0,2429,3,,,1500,,
- None -,3.5,FPVA023-CA,3659,R.M. Eggplant Mild In Oil 12x375ml,Livabec,Active,0,0,0,0,0,,,619,619,619,619,619,619,0,,,,,- None -,,- None -,- None -,7050,g,.008398247,612,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Mild In Oil 12x375ml,MOLME375,22.00,.0000143,.0000281,.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921320234,Yes,Yes,Yes,- None -,0,1413,7,,,1500,,
- None -,3.5,FPVA069A-CA,3554,Longos Muffuletta Original (HOT) 12x500ml,Livabec_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,535,- None -,- None -,5680,g,.01126594521,,Admin Portal,Longos,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Longos Muffuletta Original 12x500ml,LONMUF500,31.70,.00001651,.00002286,.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - Longos,10772468025662,Yes,Yes,No,- None -,0,1942,,,,1500,,
- None -,3.5,FPVA058-CA,3678,R.M. Mushrooms Mild In Oil 2x4L,Livabec,Do not Order,0,0,0,0,0,,,61,61,61,61,61,61,0,,,,,- None -,,- None -,- None -,10640,g,.013695,61,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Mild In Oil 2x4L,MOLMM4L,60.00,.000025,.000033,.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,779921320015,Yes,Yes,No,- None -,0,43,,,,300,,
- None -,3.5,FPVA057-CA,3677,R.M. Mushrooms Hot In Oil 2x4L,Livabec,Do not Order,0,0,0,0,0,,,17,17,17,17,17,17,0,,,,,- None -,,- None -,- None -,10590,g,.013695,17,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Mushrooms Hot In Oil 2x4L,MOLHM4L,60.00,.000025,.000033,.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,10779921310044,Yes,Yes,No,- None -,0,45,,,,300,,
- None -,3.5,FPVA071-CA,3453,Farm Boy Muffuletta Spicy 12x500g,Livabec_PL Farm Boy,Active - PL,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,5680,g,.01126594521,,Admin Portal,Farm Boy,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,Farm Boy Muffuletta Spicy 12x500g,FBMUFH500,31.00,.00001651,.00002286,.00002985,16.51,22.86,29.85,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Private Label - FB,- None -,Yes,Yes,No,- None -,0,625,,,,1500,,
- None -,3.5,FPVA066A-CA,3672,R.M. Muffuletta Hot 12x500ml,Livabec,Active,0,0,0,0,0,,,2315,2315,2315,2315,2315,2315,0,,,,,- None -,,- None -,- None -,9070,g,.0108,2241,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Hot 12x500ml,MOLMUFH500,31.00,.000016,.00003,.0000225,16,30,22.5,730,102,,6,17,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921372059,Yes,Yes,Yes,- None -,0,4119,74,,,1500,,
- None -,3.5,FPVA025-CA,3661,R.M. Eggplant Mild In Oil 12x750ml,Livabec,Active,0,0,0,0,0,,,200,200,200,200,200,200,0,,,,,- None -,,- None -,- None -,13100,g,.01574496,198,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Eggplant Mild In Oil 12x750ml,MOLME750,38.00,.0000168,.0000355,.0000264,16.8,35.5,26.4,730,77,,7,11,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921310265,Yes,Yes,Yes,- None -,0,1578,2,,,1500,,
- None -,3.5,FPVA375A-CA,3671,R.M. Muffuletta Hot 2x4L,Livabec,Active,0,0,0,0,0,,,189.5,189.5,189.5,189.5,189.5,189.5,0,,,,,- None -,,- None -,- None -,10460,g,.013695,189.5,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Muffuletta Hot 2x4L,MOLMUFH4L,45.75,.000025,.000033,.0000166,25,33,16.6,730,84,,4,21,- None -,Pantry,Pickles and Antipasto,2,Retail,10779921310136,Yes,Yes,No,- None -,0,119,,,,300,,
- None -,3.5,FPVA028-CA,3666,R.M. Hot Sliced Peppers 12x250ml,Livabec,Active,0,0,0,0,0,50,50,50,50,50,50,50,50,0,,,,,- None -,,- None -,- None -,5030,g,.006161915,50,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Hot Sliced Peppers 12x250ml,MOLHSP250,22.75,.0000089,.0000305,.0000227,8.9,30.5,22.7,728,192,,12,16,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921325130,Yes,Yes,Yes,- None -,0,697,,50,,1500,,
- None -,3.5,FPVA060-CA,3643,R.M. Antipasto (Giardiniera) Mild 12x375ml,Livabec,Active,0,0,0,0,0,,,1303,1303,1303,1303,1303,1303,0,,,,,- None -,,- None -,- None -,7010,g,.008398247,1215,Admin Portal,Regina Molisana,Condiments and Toppings,1074,LIVABE Les Aliments Livabec Foods Inc,Canada,R.M. Antipasto (Giardiniera) Mild 12x375ml,MOLMA375,22.00,.0000143,.0000281,.0000209,14.3,28.1,20.9,730,144,,8,18,- None -,Pantry,Pickles and Antipasto,12,Retail,10779921371021,Yes,Yes,Yes,- None -,0,2663,38,,,1500,,
Do Not Reorder - Move to VS Brand,3.5,GNOCCHIMASS-CA,3562,Massimo Gnocchi 10x500g,Ciemme/Maffei_ Massimo,Do not Order,0,0,0,0,0,,,726,726,726,726,726,726,0,,,,,- None -,,- None -,- None -,5500,g,.01092,558,Admin Portal,Massimo,Pasta,1093,MAFFEI Il Pastaio Di Maffei Savino & C. Srl,Salerno,Massimo Gnocchi 10x500g,1444,4.90,.0000195,.000035,.000016,19.5,35,16,365,140,,7,20,- None -,Pantry,Gnocchi,10,Retail,10779921228912,Yes,No,No,- None -,0,4543,168,,,1580,,
- None -,3.5,VSPOLENTA01-CA,3900,Vita Sana Polenta 12x500g (Box),Molino Peila,Active,0,0,0,0,0,,,1091,1091,1091,1091,1091,1091,0,962,960,4/30/2026,,- None -,962,- None -,- None -,6660,g,.01566774,1082,Admin Portal,Vita Sana,Rice and Beans,1168,MOLINO Molino Peila Spa,Genova,Vita Sana Polenta 12x500g (Box),0014005AV,6.84,.0000193,.000041,.0000198,19.3,41,19.8,547,120,84,10,12,- None -,Pantry,Polenta and Couscous,12,Retail,10779921106593,Yes,Yes,Yes,- None -,0,5302,9,,,960,,
- None -,3.5,BAKMOV10001-CA,5117,Venchi Assorted Bag 12x200g,Molisana Imports,Active,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,,- None -,,,Admin Portal,Venchi,Chocolate and Candy,1171,MOLISANA IMPORTS 996660 Ontario Ltd,Canada,Venchi Assorted Bag 12x200g,- None -,.00,,,,,,,,,,,,- None -,Pantry,Chocolate,,Retail,10779921089032,Yes,No,No,- None -,0,,,,,,,
- None -,3.5,BACI12497895-PA,7202,Baci Box 28Pcs Original Dark 264 (6x350g) DISPLAY PALLET,Baci_Chocolate,Label,0,0,0,0,0,,,1,1,1,1,1,1,0,,,,,- None -,,- None -,- None -,922.6,kg,0,1,Admin Portal,Baci,Chocolate and Candy,1171,MOLISANA IMPORTS 996660 Ontario Ltd,Canada,Baci Box 28Pcs Original Dark 264 (6x350g) DISPLAY PALLET,BACI12497895-PA,3743.04,0,0,0,0,0,0,364,100,1,2,50,- None -,Pantry,Chocolate,224,Retail - Chocolate Costco,- None -,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,BEBI01-PA,6245,Gioia Bitter (Red) 224x(24x100ml) (4x6Pack),Molisana Imports_PL Costco,Active - Costco,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,0,g,0,,Admin Portal,Gioia,Soft Drinks,11482,Molisana Molisana Imports,- None -,Gioia Bitter (Red) 224x(24x100ml) (4x6Pack),6245,1709.12,0,0,0,0,0,0,730,1,,1,1,- None -,Drinks,Mixers,1,Retail,00779921921106,Yes,No,No,- None -,0,14,,,,1,,
- None -,3.5,BEBI21-CA,3615,Niasca Chinotto Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,0,0,0,0,0,,,176,176,176,176,176,176,0,,,,,- None -,,- None -,- None -,11700,g,.017091018,176,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Chinotto Cluster 24x250ml (6x4Pack),NP41,15.00,.0000202,.0000237,.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,10779921902164,Yes,Yes,No,- None -,0,678,,,,455,,
- None -,3.5,BEBI20-CA,3618,Niasca Festivo Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,0,0,0,0,0,,,379,379,379,379,379,379,0,,,,,- None -,,- None -,- None -,11890,g,.017091018,366,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Festivo Cluster 24x250ml (6x4Pack),NP40,15.00,.0000202,.0000237,.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,10779921902119,Yes,Yes,No,- None -,0,661,13,,,455,,
- None -,3.5,BEBI19-CA,3621,Niasca Mandarinata Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,0,0,0,0,0,,,692,692,692,692,692,692,0,,,,,- None -,,- None -,- None -,11720,g,.017091018,647,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Mandarinata Cluster 24x250ml (6x4Pack),NP39,15.00,.0000202,.0000237,.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,10779921902065,Yes,Yes,No,- None -,0,744,45,,,455,,
- None -,3.5,BEBI18-CA,3619,Niasca Limonata Cluster 24x250ml (6x4Pack),Niasca_Beverages,Active,0,0,0,0,0,,,424,424,424,424,424,424,0,,,,,- None -,,- None -,- None -,11740,g,.017091018,364,Admin Portal,Niasca,Soft Drinks,11020,NORD SALSE Nord Salse S.r.l.,Genova,Niasca Limonata Cluster 24x250ml (6x4Pack),NP38,15.00,.0000202,.0000237,.0000357,20.2,23.7,35.7,730,91,,7,13,- None -,Drinks,Sparkling,6,Retail,10779921902027,Yes,Yes,No,- None -,0,1145,60,,2,455,,
- None -,3.5,SADRPEST185-CA,7184,David Rocco Green Pesto Genovese 6x185g,Nord Salse,Active,0,0,0,0,0,,,2198,2198,2198,2198,2198,2198,0,,,,,- None -,,- None -,- None -,1998,g,.00266112,2198,Admin Portal,David Rocco CIO,Canned and Jarred,11020,NORD SALSE Nord Salse S.r.l.,Genova,David Rocco Green Pesto Genovese 6x185g,NS726,12.12,.000011,.0000126,.0000192,11,12.6,19.2,730,468,468,13,36,- None -,Pantry,Pasta and Pasta Sauce,6,Retail,10779921800927,Yes,Yes,Yes,- None -,0,,,,,2810,,
- None -,3.5,BAKMA05-CA,3469,Gioia Cantuccini (Tozetti) Almond 12x200g,Panducale,Active,0,0,0,0,0,,,406,406,406,406,406,406,0,313,313,5/23/2026,,- None -,313,- None -,- None -,2830,g,.017814468,393,Admin Portal,Gioia,"Crackers, Cookies, Snacks",1265,PANDUC Pan Ducale,Salerno,Gioia Cantuccini (Tozetti) Almond 12x200g,1099,14.52,.0000213,.0000406,.0000206,21.3,40.6,20.6,730,70,,7,10,- None -,Pantry,Cookies,12,Retail,10779921082231,Yes,Yes,Yes,- None -,0,2036,13,,,300,,
- None -,3.5,BAKMA41-CA,3466,Gioia Amaretti Biscuits 12x200g,Panducale,Active,0,0,0,0,0,,,527,527,527,527,527,527,0,,,,,- None -,,- None -,- None -,2860,g,.025844982,524,Admin Portal,Gioia,"Crackers, Cookies, Snacks",1265,PANDUC Pan Ducale,Salerno,Gioia Amaretti Biscuits 12x200g,0506G,14.592,.0000239,.0000402,.0000269,23.9,40.2,26.9,365,70,,7,10,- None -,Pantry,Cookies,12,Retail,10779921082217,Yes,Yes,Yes,- None -,0,2455,3,,,300,,
- None -,3.5,BAKPAN01-CA,3640,PC Cantucci Almond 12x250g,Panducale_PL PC,Active - PL,0,0,0,0,0,,,1118,1118,1118,1118,1118,1118,0,714,714,5/23/2026,,- None -,714,- None -,- None -,4000,g,.02335975,1118,Admin Portal,Presidents Choice,"Crackers, Cookies, Snacks",1265,PANDUC Pan Ducale,Salerno,PC Cantucci Almond 12x250g,0501/PC,16.32,.0000215,.0000265,.000041,21.5,26.5,41,456,81,,9,9,- None -,Pantry,Cookies,12,Retail,10060383758483,Yes,Yes,Yes,- None -,0,6615,,,60,500,,
- None -,3.5,VLONGOSFOC01-CA,6608,Longos Curato Focaccia Rosemary 10x100g,Panificio Bo_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,861,861,4/30/2026,,- None -,861,- None -,- None -,1500,g,.021518,,Admin Portal,Longos,"Crackers, Cookies, Snacks",1268,PANIFICIO BO Panificio Grissinificio Bo Srl,Genova,Longos Curato Focaccia Rosemary 10x100g,389,9.50,.000028,.0000265,.000029,28,26.5,29,365,60,72,5,12,- None -,Pantry,Crackers,10,Private Label - Longos,10772468045127,Yes,Yes,No,- None -,0,389,,,1152,72,,
- None -,3.5,VLONGOSFOC02-CA,6610,Longos Curato Focaccia Olive 10x100g,Panificio Bo_PL Longos,Active - PL,0,0,0,0,0,,,,,,,,,0,715,631,4/30/2026,,- None -,720,- None -,- None -,1500,g,.021518,,Admin Portal,Longos,"Crackers, Cookies, Snacks",1268,PANIFICIO BO Panificio Grissinificio Bo Srl,Genova,Longos Curato Focaccia Olive 10x100g,386,9.50,.000028,.0000265,.000029,28,26.5,29,365,60,72,5,12,- None -,Pantry,Crackers,10,Private Label - Longos,10772468045134,Yes,Yes,No,- None -,0,288,,,1152,72,,
- None -,3.5,CHIDAMASB500-CA,7125,Chiostro Amaretti Bag 10x500g,Chiostro_Cookies,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,6350,g,.06016,,Admin Portal,Chiostro,"Crackers, Cookies, Snacks",12322,Paolo Paolo Lazzaroni & Figli spa,Genova,Chiostro Amaretti Bag 10x500g,DAMASB500,69.30,.00004,.000047,.000032,40,47,32,364,,25,,,- None -,Pantry,Cookies,10,Retail,18002873022881,Yes,Yes,No,- None -,0,,,,,1,,
- None -,3.5,CHIDPANEPLLUX750-CA,7161,Chiostro Panettone Pistachio Metal Tin Luxury Edition 6x750g,Chiostro_Label_XMAS,Active-XMAS,0,0,0,0,0,,,,,,,,,0,,,,,- None -,,- None -,- None -,4500,g,.06827268,,Admin Portal,Chiostro,Seasonal Christmas,12322,Paolo Paolo Lazzaroni & Figli spa,Genova,Chiostro Panettone Pistachio Metal Tin Luxury Edition 6x750g,DPANEPLLUX750,67.32,.000042,.0000238,.0000683,42,23.8,68.3,364,,20,,,- None -,Seasonal,Cakes,6,Retail - Seasonal,18002873013896,Yes,Yes,No,- None -,0,,,,9,1,,
