Item Name,Item ID,Display Name,Product Status,Core Item Category,Units,Size,Case UPC Code,Pallet Qty,LCL Listed,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Available to Promise,Maximum of Committed,Sum of On Hold,Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),Inspection,Label,Deviation,On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average,Maximum of Shelf Life in Days
BAUPOS90000508-OT,7246,Bauducco Pallet Wrap Roll (Pack of 2),Active-Marketing,43. Display,2, ,- None -,100,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000514-OT,7356,Bauducco Branded Base,Active-Marketing,43. Display,1, ,- None -,,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUPOS90000520-OT,7357,Bauducco Chocottone Display,Active-Marketing,43. Display,1, ,- None -,,No,Bauducco_Marketing,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,9999
BAUWAFCHO142-CA,6891,Bauducco Wafers Chocolate 18x142g,Active,25. Biscuits & Wafers,18,3492 g,875754010083,160,Yes,Bauducco_Wafers,- None -,- None -,- None -,- None -,618,,,,,,,2900,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,425
BAUWAFHAZ142-CA,6895,Bauducco Wafers Hazelnut 18x142g,Active,25. Biscuits & Wafers,18,3492 g,875754010113,160,Yes,Bauducco_Wafers,- None -,- None -,- None -,- None -,400,,,,,,,3000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,425
BAUWAFROLCH-CA,7122,Bauducco Wafer Rolls Chocolate Hazelnut TIN 12x400g,Do not Order,25. Biscuits & Wafers,12,6518.122 g,- None -,88,No,Bauducco_Wafers,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,420
BAUWAFROLVA-CA,7123,Bauducco Wafer Rolls Vanilla TIN 12x400g,Do not Order,25. Biscuits & Wafers,12,6518.122 g,- None -,88,No,Bauducco_Wafers,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,420
BAUWAFSTR142-CA,6893,Bauducco Wafers Strawberry 18x142g,Active,25. Biscuits & Wafers,18,3492 g,875754010106,160,Yes,Bauducco_Wafers,- None -,- None -,- None -,- None -,204,,,,,2,,1302,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,425
BAUWAFVAN142-CA,6892,Bauducco Wafers Vanilla 18x142g,Active,25. Biscuits & Wafers,18,3492 g,875754010090,160,Yes,Bauducco_Wafers,- None -,- None -,- None -,- None -,580,,,,,,,2100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,425
BEBI01-CA,3467,Gioia Bitter (Red) 24x100ml (4x6Pack),Active,30. Juices & Drinks,4,4970 g,779921921106,224,Yes,Polara,- None -,- None -,- None -,- None -,85,,,,,1803,,4715,- None -,1803,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,730
BEBI01-PA,6245,Gioia Bitter (Red) 224x(24x100ml) (4x6Pack),Active - Costco,30. Juices & Drinks,1,0 g,- None -,1,No,Molisana Imports_PL Costco,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BEBI18-CA,3619,Niasca Limonata Cluster 24x250ml (6x4Pack),Active,30. Juices & Drinks,6,11740 g,779921902020,91,No,Niasca_Beverages,- None -,- None -,- None -,- None -,,,,,,,,910,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BEBI19-CA,3621,Niasca Mandarinata Cluster 24x250ml (6x4Pack),Active,30. Juices & Drinks,6,11720 g,779921902068,91,No,Niasca_Beverages,- None -,- None -,- None -,- None -,1,,,,,,,455,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BEBI20-CA,3618,Niasca Festivo Cluster 24x250ml (6x4Pack),Active,30. Juices & Drinks,6,11890 g,779921902129,91,No,Niasca_Beverages,- None -,- None -,- None -,- None -,1,,,,,,,455,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BEBI21-CA,3615,Niasca Chinotto Cluster 24x250ml (6x4Pack),Active,30. Juices & Drinks,6,11700 g,779921902167,91,No,Niasca_Beverages,- None -,- None -,- None -,- None -,,,,,,,,637,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BEDOR01-CA,3886,Vita Sana Nectars Peach 12x680ml,Active,30. Juices & Drinks,12,12390 g,779921901108,90,Yes,Conserve Italia_Nectars,- None -,- None -,- None -,- None -,,,,,,,,1170,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
BEDOR02-CA,3888,Vita Sana Nectars Pear 12x680ml,Active,30. Juices & Drinks,12,12480 g,779921901009,90,Yes,Conserve Italia_Nectars,- None -,- None -,- None -,- None -,61,,,,,,,180,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
BEDOR03-CA,3883,Vita Sana Nectars Apricot 12x680ml,Active,30. Juices & Drinks,12,12400 g,779921901207,90,Yes,Conserve Italia_Nectars,- None -,- None -,- None -,- None -,1,,,,,,,630,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
BEDOR04-CA,3885,Vita Sana Nectars Peach 24x125ml (4x6Pack),Active,30. Juices & Drinks,4,5630 g,779921991451,200,Yes,Conserve Italia_Nectars,- None -,- None -,- None -,- None -,24,,,,,,,400,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
BEDOR05-CA,3887,Vita Sana Nectars Pear 24x125ml (4x6Pack),Active,30. Juices & Drinks,4,5580 g,779921991352,200,Yes,Conserve Italia_Nectars,- None -,- None -,- None -,- None -,104,,,,,,,4000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
BEFU01-CA,5374,Fiuggi Vivace Sparkling Water 6x1L,Active,31. Water,6,8750 g,840368082122,60,Yes,Fiuggi,- None -,- None -,- None -,- None -,20,,,,,2640,,7980,- None -,2640,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,730
BEFU02-CA,5370,Fiuggi Natural Mineral Water 6x1L,Active,31. Water,6,8750 g,840368082023,60,Yes,Fiuggi,- None -,- None -,- None -,- None -,131,,,,,5040,,36960,- None -,2400,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,730
BEFU07A-CA,7115,Fiuggi Natural Mineral Water Slim 4x6x500ml PET,Active,31. Water,4,3360 g,693707000352,240,No,Fiuggi,- None -,- None -,- None -,- None -,15,,,,,,,4000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
BEFU09A-CA,7116,Fiuggi Sparkling Mineral Water Slim 4x6x500ml PET,Active,31. Water,4,3360 g,693707000345,240,No,Fiuggi,- None -,- None -,- None -,- None -,,,,,,728,,1000,- None -,728,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,730
BEFU11-CA,7343,Fiuggi Natural Mineral Water 12x750ml,Active - Not Sellable,31. Water,12, ,- None -,,No,Fiuggi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BEFU12-CA,7344,Fiuggi Natural Mineral Water 6x1L (Tower PET),Active - Not Sellable,31. Water,6, ,- None -,,No,Fiuggi,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BEGB02-CA,6875,Gioia Bitter (Red) 6x1L,Active,30. Juices & Drinks,6,6480 g,779921900200,180,Yes,Polara,- None -,- None -,- None -,- None -,,,,,,992,,2705,- None -,992,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,365
BOX101167S-OT,7240,Empty Box Portapanettone + Bott (L430mm x W240mm x H345mm) Seta Oro,Active-Packaging,42. Packaging,1, ,- None -,100,No,Scotton_Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BOX130121S-OT,7241,Empty Box Portapanettone + Bott (L430mm x W240mm x H345mm) Fibra Blue,Active-Packaging,42. Packaging,1, ,- None -,100,No,Scotton_Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BOX134947S-OT,7243,Empty Box Portapanettone + Bott (L520mm x W310mm x H355mm) Bordeaux Silk,Active-Packaging,42. Packaging,1, ,- None -,100,No,Scotton_Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BOX138781S-OT,7242,Empty Box Portapanettone + Bott (L280mm x W200mm x H350mm) Skin Argento,Active-Packaging,42. Packaging,1, ,- None -,100,No,Scotton_Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BRCO06A-CA,3876,Vita Sana Freselle Integrali 12x400g,Active,28. Dry Breads & Snacks,12,5470 g,779921200362,50,No,Pascuzzo,- None -,- None -,- None -,- None -,3,,,,,80,,325,- None -,80,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,360
BRCO07-CA,3912,Vita Sana Whole Wheat Bruschette 15x400g,Active,28. Dry Breads & Snacks,15,7010 g,779921200362,50,No,Pascuzzo,- None -,- None -,- None -,- None -,3,,,,,90,,290,- None -,90,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,360
BRFB001-CA,3443,Farm Boy Artisanal Grissini Traditional 20x250g,Active - PL,28. Dry Breads & Snacks,20,11400 g,- None -,64,No,Larte Dei Sapori_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BRFB002-CA,3441,Farm Boy Artisanal Grissini Fennel 20x250g,Active - PL,28. Dry Breads & Snacks,20,11400 g,- None -,64,No,Larte Dei Sapori_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BRFB003-CA,3442,Farm Boy Artisanal Grissini Garlic & Hot Pepper 20x250g,Active - PL,28. Dry Breads & Snacks,20,11400 g,- None -,64,No,Larte Dei Sapori_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
BRLF105-CA,6214,Vita Sana Taralli Pizza 16x225g,Active,28. Dry Breads & Snacks,16,4032 g,779921200348,104,Yes,Pascuzzo,- None -,- None -,- None -,- None -,,,,,,100,,250,- None -,100,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,360
BRLF106-CA,3907,Vita Sana Taralli Pepperoncino 16x225g,Active,28. Dry Breads & Snacks,16,4030 g,779921200232,104,Yes,Pascuzzo,- None -,- None -,- None -,- None -,14,,,,,300,,1550,- None -,300,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,365
BRLF107-CA,3906,Vita Sana Taralli Olive Oil 16x225g,Active,28. Dry Breads & Snacks,16,4060 g,779921200201,104,Yes,Pascuzzo,- None -,- None -,- None -,- None -,122,,,,,2085,,6233,- None -,1292,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,365
BRLF108-CA,3869,Vita Sana Breadsticks Sesame Bulk 12x400g,Active,27. Breadsticks/Grissini,12,5920 g,779921200249,40,No,La Mole,- None -,- None -,- None -,- None -,26,,,,,252,,252,- None -,252,9/30/2026,14,.47,0,,,,- None -,- None -,0,0,0,0,0,365
BRLF109-CA,3905,Vita Sana Taralli Fennel 16x225g,Active,28. Dry Breads & Snacks,16,4090 g,779921200225,104,Yes,Pascuzzo,- None -,- None -,- None -,- None -,141,,,,,705,,2870,- None -,705,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,360
BRRI576-CA,3495,Vita Sana Treccine 16x340g,Active,28. Dry Breads & Snacks,16,5970 g,779921200010,50,Yes,Ricciardi,- None -,- None -,- None -,- None -,16,,,,,273,,793,- None -,273,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,365
BRRI579-CA,3496,Vita Sana Treccine Pepperoncino 16x340g,Do not Order,28. Dry Breads & Snacks,16,6140 g,779921200034,50,No,Ricciardi,- None -,- None -,- None -,- None -,,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
BRVV01A-CA,3924,Vita Vigor Traditional Breadsticks 12x125g,Active,27. Breadsticks/Grissini,12,2040 g,779921228502,120,Yes,Vitavigor,- None -,- None -,- None -,- None -,345,,,,,1768,,4676,- None -,1512,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,380
BRVV02A-CA,3923,Vita Vigor Sesame Breadsticks 12x125g,Active,27. Breadsticks/Grissini,12,2150 g,779921228533,120,Yes,Vitavigor,- None -,- None -,- None -,- None -,42,,,,,1766,,2348,- None -,1766,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,380
BRVV03A-CA,3919,Vita Vigor Garlic Breadsticks 12x125g,Active,27. Breadsticks/Grissini,12,2030 g,779921228564,120,Yes,Vitavigor,- None -,- None -,- None -,- None -,20,,,,,754,,1164,- None -,750,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,380
BRVV22-CA,3918,Vita Vigor (VS) Super Trad. Breadsticks 10x250g,Active,27. Breadsticks/Grissini,10,3070 g,779921222050,50,Yes,Vitavigor,- None -,- None -,- None -,- None -,31,,,,,100,,100,- None -,100,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,380
BRVV23-CA,3920,Vita Vigor Multigrain Breadsticks 12x125g,Active,27. Breadsticks/Grissini,12,2140 g,779921228625,120,Yes,Vitavigor,- None -,- None -,- None -,- None -,2,,,,,658,,856,- None -,650,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,380
BRVV28-CA,4757,Massimo Garlic Breadsticks 14x125g,Do not Order,27. Breadsticks/Grissini,14,2705 g,- None -,140,No,Vitavigor_Massimo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
CERAMIC03-L-CA,3471,Gioia Ceramic Biscotti Jar Large 6 Per Case,Do not Order,37. General Merchandise,6, ,- None -,100,No,Jin - Packaging,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
CERAMICBLUE-UNIT-CA,3474,Gioia Ceramic Biscotti Jar Small Blue Empty Jar 12 Per Case,Do not Order,42. Packaging,1, ,- None -,100,No,Jin - Packaging,- None -,- None -,- None -,- None -,1,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
CHE993PAR18-CA,6814,993 Reggiano Parmigiano18 Month 10x500g,Do not Order,36. Deli Cheese,10,5200 g,- None -,42,No,993,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
CHIDAMACB500-CA,7332,Chiostro Crunchy Amaretti Red Bag 10x500g,Active-XMAS,40. Seasonal Christmas,10,6350 g,8002873019464,25,No,Chiostro_Cookies,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDAMAFVA227-CA,7126,Chiostro Amaretti Vintage Tin 6x225g,Active-XMAS,40. Seasonal Christmas,6,4120 g,- None -,56,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDAMASB500-CA,7125,Chiostro Amaretti Bag 10x500g,Active-XMAS,40. Seasonal Christmas,10,6350 g,- None -,64,No,Chiostro_Cookies,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDAMAVAN100-CA,7129,Chiostro Amaretti Classic Metal Van 12x100g,Active-XMAS,40. Seasonal Christmas,12,6550 g,- None -,42,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDAMAWB150-CA,7124,Chiostro Amaretti Red Window Box 12x150g,Active-XMAS,40. Seasonal Christmas,12,2870 g,- None -,42,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDCANTVAN100-CA,7130,Chiostro Cantuccini Metal Van 12x100g,Active-XMAS,40. Seasonal Christmas,12,6450 g,- None -,42,No,Chiostro_Cookies,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDEXPOASS175-CA,7128,Chiostro Amaretti Assorted 12x175g,Active-XMAS,40. Seasonal Christmas,12,6186 g,- None -,40,No,Chiostro_Cookies,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANDLSCI750-CA,7166,Chiostro Pandoro Sciatori Metal Tin 6x750g,Active-XMAS,40. Seasonal Christmas,6,4500 g,- None -,36,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANEA750-CA,7145,Chiostro Panettone Paper Wrap Amaretto 8x750g,Active-XMAS,40. Seasonal Christmas,8,7840 g,- None -,30,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANEALLUX750-CA,7143,"Chiostro Panettone Tin Lemon, Tangerine, Orange 6x750g",Active-XMAS,40. Seasonal Christmas,6,4500 g,- None -,20,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANEL750-CA,7007,Chiostro Panettone Paper Wrap Limoncello 8x750g,Active-XMAS,40. Seasonal Christmas,8,7840 g,- None -,30,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANELGR1-CA,7011,Chiostro Panettone Tin Classic 6x1Kg,Active-XMAS,40. Seasonal Christmas,6,9900 g,- None -,20,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANELSCI750-CA,7331,Chiostro Panettone Classic Sciatori Metal Tin 6x750g,Active-XMAS,40. Seasonal Christmas,6,4500 g,8002873015091,20,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANEPI750-CA,7009,Chiostro Panettone Paper Wrap Pistacchio 8x750g,Active-XMAS,40. Seasonal Christmas,8,7840 g,- None -,30,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CHIDPANEPLLUX750-CA,7161,Chiostro Panettone Pistachio Metal Tin Luxury Edition 6x750g,Active-XMAS,40. Seasonal Christmas,6,4500 g,- None -,20,No,Chiostro_Label_XMAS,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,364
CIAMDRL400-CA,7149,David Rocco Ciambella Lemon 6x400g,Active,24. Bakery,6,2900 g,- None -,104,No,IL FORNAIO,- None -,- None -,- None -,- None -,,,,,,,,314,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,240
COFCAM122-CA,4163,Camardo Espresso Royal Beans 6x1Kg,Active,29. Coffee,6,6460 g,- None -,72,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM158SLIM-CA,6869,Camardo Slim Arabica Moka and Drip Classic 12x250g (Can),Active,29. Coffee,12,4750 g,- None -,88,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM159SLIM-CA,6871,Camardo Slim Decaf Moka and Drip 12x250g (Can),Active,29. Coffee,12,4760 g,- None -,88,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM188-CA,4164,Camardo Nespresso Classic 160x5g Pods (16x10Pack),Active,29. Coffee,16,1930 g,- None -,135,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,50,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM188P25-CA,6865,Camardo Nespresso Classic 150x5g Pods (6x25Pack),Active,29. Coffee,6,1610 g,- None -,135,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM237-CA,6866,Camardo Espresso Crema 6x1Kg,Active,29. Coffee,6,6480 g,- None -,72,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM303SLIM-CA,6872,Camardo Slim Biologico Moka and Drip 12x250g (Can),Do not Order,29. Coffee,12,4730 g,8003755003038,88,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM335-CA,6867,Camardo Espresso Gourmet Avvolgente 8x500g,Do not Order,29. Coffee,8,4380 g,- None -,70,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFCAM435-CA,6868,Camardo Espresso Gourmet Intenso 8x500g,Active,29. Coffee,8,4380 g,8003755004356,70,No,Camardo,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFGIO-CAP CLASSIC-CA,1535,Gioia Espresso Classic Capsules 100 Per Case,Active,29. Coffee,,1510 g,- None -,100,No,Labcaffe,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFGIO01-12PK-CA,3481,Gioia Espresso Coffee White 12x250g,Active,29. Coffee,12,3140 g,779921570007,180,Yes,Labcaffe,- None -,- None -,- None -,- None -,4,,,,,1,,953,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFGIO02-12PK-CA,3480,Gioia Espresso Coffee Gold 12x250g,Active,29. Coffee,12,3140 g,779921571004,180,Yes,Labcaffe,- None -,- None -,- None -,- None -,,,,,,5,,719,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFGIO03-CA,3479,Gioia Espresso Coffee Beans 12x1Kg,Active,29. Coffee,12,12820 g,779921572001 + 8007387001035,40,Yes,Labcaffe,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER009CAN-CA,3858,Vergnano Granaroma  Whole Bean 6x1Kg,Active,29. Coffee,6,6510 g,8001800000094,112,Yes,Vergnano,- None -,- None -,- None -,- None -,,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER048CAN-CA,5169,Vergnano Anticabottega Whole Bean 6x1Kg,Active,29. Coffee,6,6400 g,8001800000483,112,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER051-CA,6722,Vergnano Arabica Decaffeinated Whole Bean 6x1Kg,Active,29. Coffee,6,6560 g,8001800000513,112,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,15,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER052-CA,3853,Vergnano Crema 800 Whole Bean 6x1Kg,Active,29. Coffee,6,6500 g,8001800000520,112,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER054CAN-CA,6979,Vergnano Granaroma Whole Bean 6x500g,Active,29. Coffee,6,3200 g,8001800000803,160,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER103CAN-CA,6978,Vergnano Anticabottega Whole Bean 6x500g,Active,29. Coffee,6,3200 g,- None -,160,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER150CAN-CA,3856,Vergnano Decaffinated Espresso (Blue Tin) 6x250g,Active,29. Coffee,6,2220 g,8001800001503,240,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER15306-CA,3850,Vergnano Arabica Moka (Black Tin) 6x250g,Active,29. Coffee,6,2310 g,764583001532,240,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER15406-CA,3849,Vergnano Arabica Espresso (Red Tin) 6x250g,Do not Order,29. Coffee,6,2298 g,764583001549,240,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER154CAN-CA,6717,Vergnano Arabica 100% Fine Grind Tin 12x250g,Do not Order,29. Coffee,12,4450 g,- None -,160,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER1601CA-CA,6725,Vergnano 1882 Original Blend Whole Bean PET 2x2.5Kg,Active,29. Coffee,2,5890 g,- None -,60,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,90,,180,- None -,90,9/22/2026,6,.2,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER181CAN-CA,5168,Vergnano Anticabottega Moka 12x250g,Active,29. Coffee,12,3140 g,8001800001824,288,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER198-CA,3859,Vergnano Granaroma Moka Ground Brick 12x250g,Active,29. Coffee,12,3146 g,- None -,288,Yes,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER455-CA,6718,Vergnano 100% Arabica Made in Eataly (Gold Tin) 12x250g,Active,29. Coffee,12,4430 g,8001800004559,160,No,Vergnano,- None -,- None -,- None -,- None -,,,,,,2,,2,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
COFVER5476-CA,3848,Vergnano Arabica Espresso 6x10 Capsules,Active,29. Coffee,6,970 g,764583006278,216,Yes,Vergnano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
