Item Name,Item ID,Display Name,Product Status,Core Item Category,Units,Size,Case UPC Code,Pallet Qty,LCL Listed,Reorder Vendor Group,Critical Stock Restriction,Warning (< 2 Months),Recommened Restriction Quantity ,Available to Promise,Maximum of Committed,Sum of On Hold,Reserved,Sum of On Hand Available (Good) ,Sum of On Hand Total (Good + Deviated),In Transit,Sum of On Hand Total + In Transit,On Order (TO SHIP),Total Stock,Next Arrival Qty,Next Arrival Date,Days Till Next Arrival,Months Till Next Arrival,On Hand Total (Months),Inspection,Label,Deviation,On Hand Total + Transit (Months),Total Stock [Months],30 Days,60 Days,90 Days,120 Days,4 Month Average,Maximum of Shelf Life in Days
PAT015-ORG-CA,4028,La Molisana Organic Spaghetti #15 18x500g,Active,06. Organic Wheat Pasta,18,9220 g,8004690420157,84,Yes,L.M._Pasta Organic,- None -,- None -,- None -,- None -,,,,,,,,70,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT016-DR18-CA,3993,La Molisana Spaghettini #16 18x450g,Active,01. Traditional Pasta,18,8650 g,779921000160,112,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,66,,,,,1914,,4929,- None -,1568,9/23/2026,7,.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT016-FS-CA,3536,La Molisana Spaghetti Bulk #16 2x10lb (Box),Label,38. Food Service,2,9480 g,779921090161,96,Yes,L.M._Pasta Bulk,- None -,- None -,- None -,- None -,26,,,,,96,,599,- None -,96,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT017-DR18-CA,3970,La Molisana Capellini #17 18x450g,Active,01. Traditional Pasta,18,8440 g,779921000177,112,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,123,,,,,2,,1096,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT018-DR-CA,3984,La Molisana Penne Ziti Lisce #18 12x450g,Active,01. Traditional Pasta,12,6030 g,779921000184,90,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,13,,,,,,,2295,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT020-DR-CA,3985,La Molisana Penne Ziti Rigate #20 12x450g,Active,01. Traditional Pasta,12,5920 g,779921000207,90,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,218,,,,,3047,,12262,- None -,300,9/2/2026,-14,-.47,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT020-ORG-CA,4027,La Molisana Organic Penne #20 10x500g,Active,06. Organic Wheat Pasta,10,5470 g,8004690420201,60,Yes,L.M._Pasta Organic,- None -,- None -,- None -,- None -,23,,,,,120,,120,- None -,60,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT021-DR-CA,3987,La Molisana Pennoni Rigati #21 12x450g,Active,01. Traditional Pasta,12,6020 g,779921000214,48,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,21,,,,,480,,4349,- None -,480,9/2/2026,-14,-.47,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT021A-DR-CA,3986,La Molisana Pennoni Lisci #21A 12x450g,Active,01. Traditional Pasta,12,6020 g,779921001211,48,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,4,,,,,,,1000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT022-DR-CA,3983,La Molisana Penne Mezzi Ziti #22 12x450g,Do not Order,01. Traditional Pasta,12,5800 g,779921000221,84,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,1,,,,,,,24,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT022-FS-CA,3531,La Molisana Penette Bulk Rigate 4x3Kg,Label,38. Food Service,4,12750 g,779921090222,54,Yes,L.M._Pasta Bulk,- None -,- None -,- None -,- None -,19,,,,,432,,960,- None -,144,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT022A-DR-CA,3982,La Molisana Penne Mezze Ziti Rigate #22A 12x450g,Active,01. Traditional Pasta,12,5960 g,779921001228,84,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,32,,,,,1008,,1008,- None -,1008,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT025-DR-CA,3968,La Molisana Abissine Rigate #25 12x450g,Active,01. Traditional Pasta,12,5930 g,779921000252,90,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,2,,,,,1963,,3001,- None -,942,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT028-DR-CA,3977,La Molisana Fusilli #28 12x450g,Active,01. Traditional Pasta,12,5950 g,779921000283,90,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,375,,,,,6262,,17962,- None -,780,9/16/2026,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT028-FS-CA,3520,La Molisana Fusilli Bulk #28 2x10lb (Box),Label,38. Food Service,2,9760 g,- None -,56,Yes,L.M._Pasta Bulk,- None -,- None -,- None -,- None -,41,,,,,350,,765,- None -,350,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT028-ORG-CA,4025,La Molisana Organic Fusilli #28 10x500g,Active,06. Organic Wheat Pasta,10,5440 g,8004690420287,60,Yes,L.M._Pasta Organic,- None -,- None -,- None -,- None -,,,37,,,60,,175,- None -,60,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT030-FS-CA,3529,La Molisana Orecchiette Bulk #30 2x10lb (Box),Label,38. Food Service,2,9680 g,37212509168,64,No,L.M._Pasta Bulk,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT031-DR-CA,3989,La Molisana Rigatoni #31 12x450g,Active,01. Traditional Pasta,12,6110 g,779921000313,64,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,117,,,,,6519,,13153,- None -,1464,9/2/2026,-14,-.47,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT032-DR-CA,3980,La Molisana Mezzi Rigatoni #32 12x450g,Active,01. Traditional Pasta,12,6050 g,779921000320,64,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,4,,,,,816,,4108,- None -,816,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT034-DR-CA,3972,La Molisana Cavatappi #34 12x450g,Active,01. Traditional Pasta,12,5950 g,- None -,90,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,25,,,,,,,2407,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT037-DR-CA,3975,La Molisana Elicoidali #37 12x450g,Active,01. Traditional Pasta,12,6050 g,779921000375,56,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,8,,,,,8,,2598,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT037-FS-CA,3516,La Molisana Elicodali Bulk #37 2x10lb (Box),Label,38. Food Service,2,9770 g,- None -,64,No,L.M. - Pasta Food Service,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAT045-DR-CA,3973,La Molisana Ditali #45 12x450g,Active,01. Traditional Pasta,12,5880 g,779921000450,84,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,18,,,,,924,,3128,- None -,924,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT048-DR-CA,3997,La Molisana Tubetti #48 12x450g,Label,01. Traditional Pasta,12,5810 g,- None -,98,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,8,,,,,1,,1001,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT048-DR-EA,7310,La Molisana Tubetti #48 450g (each),Part,01. Traditional Pasta,1, ,- None -,,No,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PAT054-ORG-CA,4026,La Molisana Organic Lumache Rigate # 54 10x500g,Active,06. Organic Wheat Pasta,10,5520 g,8004690420546,60,Yes,L.M._Pasta Organic,- None -,- None -,- None -,- None -,,,,,,180,,260,- None -,180,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT058A-DR-CA,3971,La Molisana Capellini Spezzati #58 12x450g,Active,01. Traditional Pasta,12,5870 g,779921001587,98,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,402,,,,,3234,,7959,- None -,980,9/23/2026,7,.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT059-DR-CA,3995,La Molisana Stelline #59 12x450g,Active,01. Traditional Pasta,12,5720 g,779921000597,120,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,197,,,,,,,1056,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT061-DR-CA,3991,La Molisana Semi Di Melone #61 12x450g,Active,01. Traditional Pasta,12,5760 g,779921000610,120,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,4,,,,,,,1000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT064-DR-CA,3988,La Molisana Peperini #64 12x450g,Label,01. Traditional Pasta,12,5750 g,779921000641,120,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,4,,,,,,,1000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT064-DR-EA,7321,La Molisana Peperini #64 450g (each),Part,01. Traditional Pasta,1, ,- None -,,No,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT064-DR24-CA,7320,La Molisana Peperini #64 24x500g,Part,01. Traditional Pasta,24, ,- None -,,No,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT065-DR-CA,3981,La Molisana Orzo #65 12x450g,Active,01. Traditional Pasta,12,5660 g,779921000658,120,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,350,,,,,1882,,4520,- None -,562,9/23/2026,7,.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT066-DR-CA,3976,La Molisana Farfalle 'Bow Ties' #66 12x450g,Active,01. Traditional Pasta,12,5980 g,779921000665,72,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,314,,,,,8536,,17337,- None -,1344,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT066-FS-CA,3518,La Molisana Farfalle Bulk #66 2x10lb (Box),Label,38. Food Service,2,9800 g,779921090666,56,Yes,L.M._Pasta Bulk,- None -,- None -,- None -,- None -,1,,,,,315,,985,- None -,175,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT068-DR-CA,3996,La Molisana Tripoline #68 12x450g,Active,01. Traditional Pasta,12,5910 g,779921000689,90,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,2,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT070-DR-CA,3974,La Molisana Elbows #70 12x450g,Active,01. Traditional Pasta,12,5870 g,779921000702,98,Yes,L.M._Pasta Traditional,- None -,- None -,- None -,- None -,434,,,,,2058,,9072,- None -,980,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PAT341-FS-CA,3515,La Molisana Cavatappi Bulk #341 2x10lb (Box),Do not Order,38. Food Service,2,9730 g,- None -,56,No,L.M._Pasta Bulk,- None -,- None -,- None -,- None -,,,,,,70,,70,- None -,70,9/28/2026,12,.4,0,,,,- None -,- None -,0,0,0,0,0,1095
PATGI001-IT,7376,La Molisana Grano Italiano Spaghetto Quadrato #1 24x500g,In Progress,01. Traditional Pasta,24, ,- None -,,No,L.M. - Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,25,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PATGI006-IT,7213,La Molisana Grano Italiano Linguine #6 24x500g,In Progress,01. Traditional Pasta,24,677.2 g,8.00E+12,52,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI015-IT,7214,La Molisana Grano Italiano Spaghetti #15 24x500g,In Progress,01. Traditional Pasta,24,677.2 lb,8.00E+12,52,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,250,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI020-IT,7215,La Molisana Grano Italiano Penne Rigate #20 24x500g,In Progress,01. Traditional Pasta,24,379 lb,8.00E+12,28,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,250,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI025-IT,7216,La Molisana Grano Italiano Conchiglie Rigate #25 24x500g,In Progress,01. Traditional Pasta,24,289.75 lb,8.00E+12,21,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,25,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI032-IT,7220,La Molisana Grano Italiano Mezzi Rigatoni #32 24x500g,In Progress,01. Traditional Pasta,24,255.1 lb,8.00E+12,18,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,150,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI037-IT,7221,La Molisana Grano Italiano Maccheroni #37 24x500g,In Progress,01. Traditional Pasta,24,254.38 lb,8.00E+12,18,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,150,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI061-IT,7226,La Molisana Grano Italiano Semi Di Melone #61 24x500g,Part,01. Traditional Pasta,24,553.3 lb,8.00E+12,42,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI065-IT,7375,La Molisana Grano Italiano Orzo #65 24x500g,In Progress,01. Traditional Pasta,12, ,- None -,,No,L.M. - Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,25,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PATGI066-IT,7222,La Molisana Grano Italiano Farfalle #66 24x500g,In Progress,01. Traditional Pasta,24,251.5 lb,8.00E+12,18,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI073-IT,7223,La Molisana Grano Italiano Radiatori #73 24x500g,In Progress,01. Traditional Pasta,24,289.75 lb,8.00E+12,21,No,L.M._Pasta Grano Italiano,- None -,- None -,- None -,- None -,,,,,,,,100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PATGI108-IT,7225,La Molisana Grano Italiano Fusilli Corti Bucati #108 24x500g,Part,01. Traditional Pasta,24,379 lb,8.00E+12,28,No,L.M._Pasta Speciali,- None -,- None -,- None -,- None -,,,,,,168,,548,- None -,168,9/9/2026,-7,-.23,0,,,,- None -,- None -,0,0,0,0,0,
PATW015-DR-CA,4017,La Molisana Whole Wheat Spaghetti #15 18x500g,Do not Order,04. Whole Grain Pasta,18,9390 g,8004690611500,84,Yes,L.M._Pasta Whole Wheat,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PATW020-DR-CA,4016,La Molisana Whole Wheat Penne Ziti Rigate #20 12x500g,Do not Order,04. Whole Grain Pasta,12,6480 g,- None -,70,Yes,L.M._Pasta Whole Wheat,- None -,- None -,- None -,- None -,,,60,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PATW028-DR-CA,4015,La Molisana Whole Wheat Fusilli #28 12x500g,Do not Order,04. Whole Grain Pasta,12,6510 g,8004690612804,63,Yes,L.M._Pasta Whole Wheat,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PATW066-DR-CA,4014,La Molisana Whole Wheat Farfalle #66 12x500g,Do not Order,04. Whole Grain Pasta,12,6580 g,8004690616604,63,Yes,L.M._Pasta Whole Wheat,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
PFLOUR02-CA,3870,Vita Sana Enriched 00 Soft Wheat Flour 10x1Kg (Bag),Active,14. Flour,10,10650 g,779921020014,63,Yes,Agugiaro & Figna_Flour,- None -,- None -,- None -,- None -,66,,,,,1261,,3781,- None -,1260,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,365
PFLOUR04A-CA,3535,La Molisana Semola Flour Di Grano #601 12x1Kg,Label,14. Flour,12,12730 g,8004690258316,45,Yes,L.M._Flour,- None -,- None -,- None -,- None -,,,,,,1170,,2135,- None -,1170,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,365
PFLOUR05-CA,3533,La Molisana Pizza Semola Flour Di Grano Duro #603 12x1Kg,Label,14. Flour,12,12590 g,8004690278246,45,Yes,L.M._Flour,- None -,- None -,- None -,- None -,3,,,,,360,,1310,- None -,360,10/5/2026,19,.63,0,,,,- None -,- None -,0,0,0,0,0,365
PFLOURFB-CA,3439,Farm Boy 00 Soft Wheat Flour 10x1Kg (Bag),Active - PL,14. Flour,10,10570 g,- None -,63,No,Agugiaro & Figna_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,400,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
PFLOURFBA-CA,3444,Farm Boy Enriched Durum Wheat Semolina 10x1Kg (Bag),Active - PL,14. Flour,10,10570 g,- None -,63,No,Agugiaro & Figna_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
PRM203-DR-CA,4021,La Molisana Tagliatelle Egg #203 12x250g,Do not Order,05. Egg Pasta,12,3950 g,779921002034,60,Yes,L.M._Pasta Egg,- None -,- None -,- None -,- None -,79,,150,,,,,1700,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
PRM203-DR6-CA,7372,La Molisana Tagliatelle Egg #203 6x250g,In Progress,05. Egg Pasta,6,1500 g,779921002034,55,No,L.M._Pasta Egg,- None -,- None -,- None -,- None -,,,,,,880,,1707,- None -,880,9/30/2026,14,.47,0,,,,- None -,- None -,0,0,0,0,0,730
PRM204-DR-CA,4019,La Molisana Fettuccine Egg #204 12x250g,Do not Order,05. Egg Pasta,12,4060 g,779921002041,60,Yes,L.M._Pasta Egg,- None -,- None -,- None -,- None -,29,,45.5,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
PRM204-DR-IT,7309,La Molisana Fettuccine Egg #204 12x250g,Part,05. Egg Pasta,12,4060 g,- None -,60,No,L.M._Pasta Egg,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
PRM204-DR6-CA,7373,La Molisana Fettuccine Egg #204 6x250g,In Progress,05. Egg Pasta,6,1500 g,779921002041,55,No,L.M._Pasta Egg,- None -,- None -,- None -,- None -,,,,,,,,2329,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
PRM205-DR-CA,4020,La Molisana Pappardelle Egg #205 12x250g,Do not Order,05. Egg Pasta,12,4100 g,779921002058,60,Yes,L.M._Pasta Egg,- None -,- None -,- None -,- None -,36,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
PRM205-DR6-CA,7374,La Molisana Pappardelle Egg #205 6x250g,In Progress,05. Egg Pasta,6,1500 g,779921002058,55,No,L.M._Pasta Egg,- None -,- None -,- None -,- None -,1,,,,,935,,3108,- None -,935,9/30/2026,14,.47,0,,,,- None -,- None -,0,0,0,0,0,730
PRM220-CA,4023,R.M. Lasagna Egg #220 12x500g,Active,05. Egg Pasta,12,6690 g,779921002201,96,Yes,Fazion,- None -,- None -,- None -,- None -,47,,,,,960,,1920,- None -,960,9/30/2026,14,.47,0,,,,- None -,- None -,0,0,0,0,0,730
PRM220-FB-CA,3451,Farm Boy Lasagna Egg #220 12x500g,Inactive,05. Egg Pasta,12,6554 g,- None -,96,No,Fazion_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
PRM220-GF-CA,6228,RM Lasagna Gluten Free 12x250g,Active,09. Gluten Free Pasta,12,3740 g,779921002232,125,Yes,Andriani,- None -,- None -,- None -,- None -,97,,,,,,,550,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
RDAN02-CA,3644,R.M. Arborio Rice 10x1Kg,Active,12. Rice,10,10430 g,779921601503,90,Yes,Scotti/Agrover,- None -,- None -,- None -,- None -,124,,,,,,,2000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,365
SACIR31916-CA,3398,Cirio Rustica Passata 12x680ml,Do not Order,17. Tomatoes,12,12540 g,822356000226,90,Yes,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
SACIR39788-CA,3389,Cirio Passata Strained Tomatoes 12x680ml,Do not Order,17. Tomatoes,12,12550 g,822356000615,90,Yes,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
SACIR41348-CA,3384,Cirio Crushed Cuor Pomodoro 2x5Kg,Do not Order,38. Food Service,2,10610 g,- None -,90,Yes,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SACIR41540-CA,3376,Cirio Arrabbiata Spicy Pasta Sauce 12x400ml,Do not Order,16. Sauces,12,8010 g,822356000547,120,No,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SACIR41541-CA,3377,Cirio Basilico Pasta Sauce With Basil 12x400ml,Do not Order,16. Sauces,12,7930 g,822356000554,160,No,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SACIR41542-CA,3388,Cirio Napoletana Original Pasta Sauce 12x400ml,Do not Order,16. Sauces,12,7970 g,822356000561,135,No,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SACIR41548-CA,3390,Cirio Pelati Whole Peeled Plum Tomatoes 12x796ml(Tin),Do not Order,17. Tomatoes,12,11000 g,822356000196,88,No,Conserve Italia - Cirio,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,
SACOLPASS-CA,7201,Colavita Passata 6x680ml,Do not Order,17. Tomatoes,6,6320 g,039153500082,174,No,Colavita Italy_Other,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SADRALF482-CA,7181,David Rocco Alfredo Sauce 6x482ml,Active,16. Sauces,6,2891 g,- None -,210,Yes,La Doria,- None -,- None -,- None -,- None -,90,,,,,,,5000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
SADRARR650-CA,6408,David Rocco Arrabbiata Pasta Sauce 6x650ml,Active,16. Sauces,6,6450 g,779921800944,160,Yes,La Doria,- None -,- None -,- None -,- None -,1,,,,,,,6360,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SADRPEST185-CA,7184,David Rocco Green Pesto Genovese 6x185g,Active,16. Sauces,6,1998 g,- None -,468,Yes,Nord Salse,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
SADRPUT650-CA,6412,David Rocco Puttanesca Pasta Sauce 6x650ml,Active,16. Sauces,6,6320 g,779921800975,160,Yes,La Doria,- None -,- None -,- None -,- None -,,,,,,,,3005,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SADRRIC650-CA,6410,David Rocco Ricotta Pasta Sauce 6x650ml,Active,16. Sauces,6,6320 g,779921800968,160,Yes,La Doria,- None -,- None -,- None -,- None -,11,,,,,,,5000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SADRTAB650-CA,6406,David Rocco Tomato and Basil Pasta Sauce 6x650ml,Active,16. Sauces,6,6560 g,779921800982,160,Yes,La Doria,- None -,- None -,- None -,- None -,,,,,,,,5000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
SAFARM01-CA,6902,Farm Boy San Marzano DOP Tomatoes 12x796ml (28oz),Active - PL,16. Sauces,12,11024 g,- None -,100,No,Agriconserve_PL Farm Boy,- None -,- None -,- None -,- None -,,,,,,,,700,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,120
SALM005-CA,3510,La Molisana Basil Pesto 6x190g,Do not Order,16. Sauces,6,2180 g,8004690950098,165,No,L.M._Pesto,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
SALONGOS01-CA,3548,Longos Curato San Marzano DOP Tomatoes 12x796ml,Active - PL,16. Sauces,12,11250 g,- None -,100,No,Agriconserve_PL Longos,- None -,- None -,- None -,- None -,,,,,,1,,1,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,120
SAPEST-135-CA,3690,R.M. Pesto (Green) with Basil 12x150g,Active,16. Sauces,12,3030 g,779921800500,200,No,Clas Pesto_Green Pesto,- None -,- None -,- None -,- None -,,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
SAPO04-CA,3641,Pomi Passata Strained Tomatoes 12x750ml (Tetra),Active,17. Tomatoes,12,9510 g,846558000150,105,No,Casalasco_Tomato Sauce,- None -,- None -,- None -,- None -,,,,,,,,500,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
SAPO06-CA,1810,Pomi Polpa Di Pomodoro 1x10Kg,Active,38. Food Service,,10300 g,- None -,125,No,Casalasco_Tomato Sauce,- None -,- None -,- None -,- None -,18,,,,,,,1000,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,730
SARM-100-CA,3667,R.M. Italian Peeled Tomatoes 6x100oz,Active,38. Food Service,6,20000 g,- None -,64,No,Agriconserve,- None -,- None -,- None -,- None -,,,,,,,,64,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1216
SARM-12 DOP-CA,3693,R.M. San Marzano DOP Tomatoes 12x796ml (28oz),Active,17. Tomatoes,12,11470 g,- None -,120,Yes,Agriconserve,- None -,- None -,- None -,- None -,71,,,,,,,1330,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1581
SARM-12-CA,3668,R.M. Italian Peeled Tomatoes 12x796ml (28oz),Active,17. Tomatoes,12,11330 g,- None -,120,Yes,Agriconserve,- None -,- None -,- None -,- None -,21,,,,,,,1100,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1216
SARM-D24-CA,3654,R.M. Diced Tomatoes 24x398ml (14oz),Active,17. Tomatoes,24,11690 g,- None -,96,Yes,Agriconserve,- None -,- None -,- None -,- None -,35,,,,,,,,- None -,,,0,0,0,,,,- None -,- None -,0,0,0,0,0,1095
